gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id	gene_symbol	product	neg_log10_padj	deg_class	label
gene-ACZ0AN_RS03250	48353.3146202265	-3.756101983008577	0.05935307286988937	-63.284035710206645	0	0	WP_020450334.1	groL	chaperonin GroEL	Inf	Down	NA
gene-ACZ0AN_RS03425	2730.1550041363257	-3.586727143568864	0.07680356131632708	-46.700010808045555	0	0	WP_025811956.1	amyS	alpha-amylase	Inf	Down	NA
gene-ACZ0AN_RS03525	3988.862013166667	5.187326966671421	0.08278363200670168	62.66126335519424	0	0	WP_026578946.1	NA	SDR family oxidoreductase	Inf	Up	NA
gene-ACZ0AN_RS03965	5124.673754039965	-7.153308129401984	0.12367310250104448	-57.84045184232013	0	0	WP_020450498.1	NA	hypothetical protein	Inf	Down	NA
gene-ACZ0AN_RS04080	3400.3983757203546	3.105758366015483	0.07349694733540536	42.25697091665955	0	0	WP_095292898.1	NA	NADP-dependent oxidoreductase	Inf	Up	NA
gene-ACZ0AN_RS04100	2487.90533452766	-3.7700204955422865	0.0930925642585346	-40.497546990673385	0	0	WP_020450526.1	NA	hypothetical protein	Inf	Down	NA
gene-ACZ0AN_RS04165	1770.6404701200415	6.181953440595755	0.14843944008395515	41.64629991260633	0	0	WP_003179731.1	NA	DUF2639 domain-containing protein	Inf	Up	NA
gene-ACZ0AN_RS04190	1595.119098792179	4.544204696585073	0.1066105372797824	42.62434851687812	0	0	WP_103750388.1	NA	alanine/glycine:cation symporter family protein	Inf	Up	NA
gene-ACZ0AN_RS04295	105120.18707532444	9.74197999853091	0.0784605412423728	124.16406825995398	0	0	WP_020450564.1	NA	type 1 glutamine amidotransferase domain-containing protein	Inf	Up	NA
gene-ACZ0AN_RS04310	1709.10185616204	4.14082595443248	0.09082609548275868	45.59070752103975	0	0	WP_025810251.1	NA	low molecular weight protein-tyrosine-phosphatase	Inf	Up	NA
gene-ACZ0AN_RS04465	3470.0132688683134	3.3268056927873104	0.08267257359825045	40.24074185659213	0	0	WP_101561777.1	NA	thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha	Inf	Up	NA
gene-ACZ0AN_RS04470	3120.2790860260734	3.461212273905089	0.0879300370792234	39.36325275044065	0	0	WP_023855891.1	NA	alpha-ketoacid dehydrogenase subunit beta	Inf	Up	NA
gene-ACZ0AN_RS04475	3844.8480847107494	3.605080464548224	0.08736027394744851	41.26681730321561	0	0	WP_020450596.1	NA	dihydrolipoamide acetyltransferase family protein	Inf	Up	NA
gene-ACZ0AN_RS04480	5197.530987811844	3.3755990124202504	0.07631063254191894	44.23497617538378	0	0	WP_144497568.1	lpdA	dihydrolipoyl dehydrogenase	Inf	Up	NA
gene-ACZ0AN_RS04645	2253.8341456636253	3.39372446317414	0.07967319243357839	42.59556269197329	0	0	WP_023855996.1	NA	metal-dependent hydrolase	Inf	Up	NA
gene-ACZ0AN_RS05190	18156.915176306888	3.410459767436815	0.05494888167771823	62.066045082401665	0	0	WP_020450710.1	glpK	glycerol kinase GlpK	Inf	Up	NA
gene-ACZ0AN_RS05195	2779.866389369693	4.020498203791273	0.08428595144821385	47.70069192683324	0	0	WP_020450711.1	glpD	glycerol-3-phosphate dehydrogenase	Inf	Up	NA
gene-ACZ0AN_RS05275	22456.133316185413	4.906897596362085	0.0609635859484559	80.48899224056173	0	0	WP_249726612.1	NA	SDR family oxidoreductase	Inf	Up	NA
gene-ACZ0AN_RS05300	1221.0939506645025	3.5076951327543293	0.09223556077055742	38.029748000123	0	0	WP_463315653.1	NA	GNAT family N-acetyltransferase	Inf	Up	NA
gene-ACZ0AN_RS05325	10516.996290508876	7.993198337424536	0.10482046134613927	76.25608812223511	0	0	WP_035339104.1	NA	aldo/keto reductase	Inf	Up	NA
gene-ACZ0AN_RS05455	33267.03933671529	7.235454130353523	0.07048757820456082	102.64864128762704	0	0	WP_039072577.1	NA	universal stress protein	Inf	Up	NA
gene-ACZ0AN_RS06190	10686.970900157216	-4.589418662325533	0.07058981075582314	-65.015313303513	0	0	WP_145654191.1	NA	aspartate aminotransferase family protein	Inf	Down	NA
gene-ACZ0AN_RS06195	9365.032399936052	-5.028009511687283	0.07264850664083389	-69.21008764220304	0	0	WP_026579917.1	NA	pyridoxal phosphate-dependent decarboxylase family protein	Inf	Down	NA
gene-ACZ0AN_RS06200	13219.174866375966	-5.978891480263188	0.0763626283505758	-78.29604100076926	0	0	WP_103749051.1	NA	IucA/IucC family protein	Inf	Down	NA
gene-ACZ0AN_RS06205	3323.0618944595776	-5.880740257967718	0.10641102891830896	-55.26438676278869	0	0	WP_020450900.1	NA	GNAT family N-acetyltransferase	Inf	Down	NA
gene-ACZ0AN_RS06210	8876.396972395189	-5.611823325934181	0.08016125540246896	-70.00667963293071	0	0	WP_020450901.1	NA	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein	Inf	Down	NA
gene-ACZ0AN_RS06215	18037.361198791456	-6.253584984115285	0.073451351544123	-85.13914111381179	0	0	WP_020450902.1	NA	IucA/IucC family protein	Inf	Down	NA
gene-ACZ0AN_RS06270	4687.066120587999	3.696339087529259	0.07028157909557725	52.59328454334439	0	0	WP_020450912.1	NA	YitT family protein	Inf	Up	NA
gene-ACZ0AN_RS06275	7406.611621082181	3.0146766908605347	0.07302832973464451	41.28092073055283	0	0	WP_020450913.1	NA	BsuPI-related putative proteinase inhibitor	Inf	Up	NA
gene-ACZ0AN_RS06430	2061.188532813865	-2.9793143446952164	0.0774009362434009	-38.49196778868716	0	0	WP_011197766.1	NA	MFS transporter	Inf	Down	NA
gene-ACZ0AN_RS06445	27688.311000398364	-2.610654489631579	0.05598337681666221	-46.63267273392797	0	0	WP_020450931.1	NA	peptide ABC transporter substrate-binding protein	Inf	Down	NA
gene-ACZ0AN_RS06470	3764.856439900399	2.7172781871395486	0.07024596349414527	38.68233919755436	0	0	WP_003180619.1	NA	GNAT family N-acetyltransferase	Inf	Up	NA
gene-ACZ0AN_RS06690	4823.718390010052	4.045016174893207	0.09549887345918112	42.356689962653434	0	0	WP_003180714.1	NA	hypothetical protein	Inf	Up	NA
gene-ACZ0AN_RS06840	9481.81519996792	2.6638082172339512	0.062690931157656	42.49112539954097	0	0	WP_023856702.1	NA	IseA DL-endopeptidase inhibitor family protein	Inf	Up	NA
gene-ACZ0AN_RS07115	26192.30620145263	3.213327105129636	0.05812942164369195	55.27884183720134	0	0	WP_026579843.1	ggt	gamma-glutamyltransferase	Inf	Up	NA
gene-ACZ0AN_RS07290	2118.844122948445	6.364779523753758	0.13243111947827232	48.0610565615434	0	0	WP_003180960.1	NA	dimethylarginine dimethylaminohydrolase family protein	Inf	Up	NA
gene-ACZ0AN_RS07365	8108.763905630555	8.624369504120576	0.14356346889159333	60.07356586398	0	0	WP_020451103.1	NA	organic hydroperoxide resistance protein	Inf	Up	NA
gene-ACZ0AN_RS07370	5155.633832909359	5.274214973902008	0.08612293536634973	61.24053890484054	0	0	WP_035338883.1	NA	hypothetical protein	Inf	Up	NA
gene-ACZ0AN_RS07395	34361.987744743994	-2.4993873269668105	0.05685068799118026	-43.964064733122704	0	0	WP_463315675.1	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	Inf	Down	NA
gene-ACZ0AN_RS07400	29917.922421061223	5.289231760613902	0.06555294495573834	80.68640949975956	0	0	WP_463315676.1	NA	S8 family peptidase	Inf	Up	NA
gene-ACZ0AN_RS07950	9882.49808233451	-2.919646456464864	0.06529821793491575	-44.7124982702429	0	0	WP_020451209.1	rok	transcriptional regulator Rok	Inf	Down	NA
gene-ACZ0AN_RS08190	4263.667409920895	2.9730574511166985	0.06322086696823082	47.02652136375625	0	0	WP_095290402.1	NA	GNAT family N-acetyltransferase	Inf	Up	NA
gene-ACZ0AN_RS08325	2227.723132797771	3.2373910466808287	0.08252801645678066	39.22778209962465	0	0	WP_095290414.1	NA	CAP domain-containing protein	Inf	Up	NA
gene-ACZ0AN_RS08505	44798.5345626104	-2.8463027188605667	0.07346957651952064	-38.74124302464589	0	0	WP_463315682.1	NA	S8 family serine peptidase	Inf	Down	NA
gene-ACZ0AN_RS08650	1462.3306149009911	-5.1459412443498325	0.13514061303140237	-38.07842164482471	0	0	WP_020451335.1	NA	inorganic phosphate transporter	Inf	Down	NA
gene-ACZ0AN_RS08655	2362.7273988195047	-5.1721510414944465	0.11214589553565411	-46.11984252112093	0	0	WP_020451336.1	sat	sulfate adenylyltransferase	Inf	Down	NA
gene-ACZ0AN_RS08660	1469.2829677412776	-5.471663299667839	0.1363204600783648	-40.13823967819955	0	0	WP_020451337.1	cysC	adenylyl-sulfate kinase	Inf	Down	NA
gene-ACZ0AN_RS09365	6645.364327454358	-3.558855755879634	0.07019032999462912	-50.70293523555101	0	0	WP_096748459.1	tdh	L-threonine 3-dehydrogenase	Inf	Down	NA
gene-ACZ0AN_RS09370	6824.658317734688	-3.5032950341963054	0.0627257266392608	-55.85100758328322	0	0	WP_020451461.1	NA	glycine C-acetyltransferase	Inf	Down	NA
gene-ACZ0AN_RS09750	8793.26721804664	-6.746995115171298	0.11745410780330282	-57.44367090566391	0	0	WP_020451531.1	NA	hypothetical protein	Inf	Down	NA
gene-ACZ0AN_RS10065	1100.5485587369706	4.836625697995647	0.1271066070887603	38.05172530974857	0	0	WP_020451594.1	NA	DUF896 domain-containing protein	Inf	Up	NA
gene-ACZ0AN_RS10635	11152.139622739294	-3.352403291410545	0.08842530711469847	-37.9122606502465	0	0	WP_463315700.1	NA	non-ribosomal peptide synthetase	Inf	Down	NA
gene-ACZ0AN_RS10640	9792.105544315848	-5.94605678116537	0.09368107763802024	-63.4712679559546	0	0	WP_463315701.1	NA	amino acid adenylation domain-containing protein	Inf	Down	NA
gene-ACZ0AN_RS10645	10010.26606057794	-7.180965380102754	0.10422036071288326	-68.90175135629784	0	0	WP_463315702.1	NA	amino acid adenylation domain-containing protein	Inf	Down	NA
gene-ACZ0AN_RS10650	9541.332918929673	-6.3497627437579345	0.08944075253625729	-70.99406661615333	0	0	WP_463315703.1	NA	amino acid adenylation domain-containing protein	Inf	Down	NA
gene-ACZ0AN_RS10675	4495.649645617143	3.2481888030122477	0.07501495829494641	43.30054800858392	0	0	WP_463315704.1	NA	glutamate-5-semialdehyde dehydrogenase	Inf	Up	NA
gene-ACZ0AN_RS10680	2864.6186044732435	4.669124185727576	0.08747656404520006	53.375715389495525	0	0	WP_149169593.1	proB	glutamate 5-kinase	Inf	Up	proB
gene-ACZ0AN_RS10685	4435.616410185688	4.030802150286297	0.0816511242892669	49.366156135294624	0	0	WP_075213795.1	proC	pyrroline-5-carboxylate reductase	Inf	Up	proC
gene-ACZ0AN_RS11055	8116.785508459509	8.841783036335212	0.15150775799040336	58.35861578055467	0	0	WP_463315552.1	fdhF	formate dehydrogenase subunit alpha	Inf	Up	NA
gene-ACZ0AN_RS11240	6402.43116712302	8.30862106703416	0.14029430778057148	59.22279526856735	0	0	WP_020451807.1	NA	TraR/DksA family transcriptional regulator	Inf	Up	NA
gene-ACZ0AN_RS11285	2575.0371048487978	-4.448011081301876	0.10379363712383877	-42.85437146782749	0	0	WP_079289258.1	NA	stress response protein YvgO	Inf	Down	NA
gene-ACZ0AN_RS11625	4484.130871938632	2.5781279651762063	0.06320801955247742	40.78798835068323	0	0	WP_020451883.1	NA	BrxA/BrxB family bacilliredoxin	Inf	Up	NA
gene-ACZ0AN_RS12790	14933.160151591816	-5.954823754720815	0.06814565406045267	-87.3837640392773	0	0	WP_048350170.1	NA	hypothetical protein	Inf	Down	NA
gene-ACZ0AN_RS12945	2422.4710349779034	-4.894316630369594	0.10678846320953712	-45.83188561077157	0	0	WP_023855152.1	NA	transporter substrate-binding domain-containing protein	Inf	Down	NA
gene-ACZ0AN_RS12960	12584.729427084823	-3.397626420951922	0.05909527221813193	-57.494048058711606	0	0	WP_025811177.1	NA	dihydrolipoamide acetyltransferase family protein	Inf	Down	NA
gene-ACZ0AN_RS12965	7377.669448460225	-3.362401088412901	0.06429049188730311	-52.300130076885445	0	0	WP_026579328.1	NA	alpha-ketoacid dehydrogenase subunit beta	Inf	Down	NA
gene-ACZ0AN_RS12970	6328.00007318894	-3.417086767968056	0.06521070595785883	-52.40070196719359	0	0	WP_020452115.1	NA	thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha	Inf	Down	NA
gene-ACZ0AN_RS12975	8506.131116889741	-3.3939283208627207	0.06583074140644443	-51.55537137138297	0	0	WP_020452116.1	lpdA	dihydrolipoyl dehydrogenase	Inf	Down	NA
gene-ACZ0AN_RS12980	7024.782943438474	-2.6984969814619135	0.06828914516129177	-39.51575283433916	0	0	WP_463315568.1	buk	butyrate kinase	Inf	Down	NA
gene-ACZ0AN_RS12985	7440.026379272883	-2.5717393815569793	0.06112307380128804	-42.07477179432664	0	0	WP_020452118.1	bcd	branched-chain amino acid dehydrogenase	Inf	Down	NA
gene-ACZ0AN_RS13025	1809.5340982062648	-6.096408181815178	0.1522249037198938	-40.04869132998806	0	0	WP_020452126.1	NA	antimicrobial peptide LCI	Inf	Down	NA
gene-ACZ0AN_RS13245	91477.65372010914	-7.891609756638836	0.07462417664297823	-105.75138127679963	0	0	WP_020452167.1	tasA	biofilm matrix protein TasA	Inf	Down	NA
gene-ACZ0AN_RS13250	4436.981640554233	-6.706310358210987	0.115632409970281	-57.99680522039275	0	0	WP_023855186.1	sipW	signal peptidase I SipW	Inf	Down	NA
gene-ACZ0AN_RS13255	2317.0312029405422	-5.237453988355179	0.10637060761113971	-49.237793277460646	0	0	WP_145645271.1	tapA	amyloid fiber anchoring/assembly protein TapA	Inf	Down	NA
gene-ACZ0AN_RS13300	2635.1955572363704	6.881199651120326	0.13802715110894734	49.85395696306787	0	0	WP_025811157.1	comGA	competence type IV pilus ATPase ComGA	Inf	Up	NA
gene-ACZ0AN_RS13315	16601.018813340248	8.443935586695828	0.1123870878211505	75.1326130999431	0	0	WP_003183482.1	NA	Spx/MgsR family RNA polymerase-binding regulatory protein	Inf	Up	NA
gene-ACZ0AN_RS13440	83601.77705319805	-3.2836979957405035	0.07636508292714364	-42.9999925341969	0	0	WP_020452200.1	NA	uberolysin/carnocyclin family circular bacteriocin	Inf	Down	NA
gene-ACZ0AN_RS13915	2989.0821498123296	4.612007951775259	0.09018668258570207	51.13845880063929	0	0	WP_020452283.1	NA	SGNH/GDSL hydrolase family protein	Inf	Up	NA
gene-ACZ0AN_RS13950	18233.54606443704	-5.02747835785178	0.06342244774436039	-79.2696992414461	0	0	WP_023855267.1	NA	hypothetical protein	Inf	Down	NA
gene-ACZ0AN_RS13955	20031.823820840396	-5.638615588479877	0.07378304279769339	-76.42156482947532	0	0	WP_161513142.1	NA	hypothetical protein	Inf	Down	NA
gene-ACZ0AN_RS14215	2190.512634739462	-3.144078831242702	0.08268087206255757	-38.02667718434133	0	0	WP_020452334.1	NA	NAD(P)/FAD-dependent oxidoreductase	Inf	Down	NA
gene-ACZ0AN_RS14445	11398.862911094331	-5.698520524472162	0.071824191418686	-79.33984931697564	0	0	WP_095290876.1	NA	S8 family peptidase	Inf	Down	NA
gene-ACZ0AN_RS14660	1784.9029707326874	4.132030173461174	0.1001839124739148	41.244448049850746	0	0	WP_023855393.1	NA	LapA family protein	Inf	Up	NA
gene-ACZ0AN_RS15025	1921.5274283145668	3.1971973196550705	0.08095710165762574	39.49248743089003	0	0	WP_023855438.1	ilvE	branched-chain-amino-acid transaminase	Inf	Up	NA
gene-ACZ0AN_RS15535	9906.139584237662	3.1560636869814735	0.06111843953422227	51.63848604502226	0	0	WP_020452572.1	NA	metal-dependent hydrolase	Inf	Up	NA
gene-ACZ0AN_RS15540	10506.85734286881	4.425972838893833	0.07519231003755823	58.86204103429033	0	0	WP_023855495.1	NA	SDR family oxidoreductase	Inf	Up	NA
gene-ACZ0AN_RS15790	7111.482886907659	2.929892324451709	0.06215218203415456	47.140618857784304	0	0	WP_020452616.1	NA	PepSY domain-containing protein	Inf	Up	NA
gene-ACZ0AN_RS15840	3120.3358985530135	2.757905051541107	0.06721292609602221	41.032361061041875	0	0	WP_075212773.1	cysK	cysteine synthase A	Inf	Up	NA
gene-ACZ0AN_RS16145	10069.912533985422	3.187360146550356	0.0649231552271904	49.09435062723909	0	0	WP_003184609.1	NA	Dps family protein	Inf	Up	NA
gene-ACZ0AN_RS16405	5921.482707364022	-7.311782077500666	0.11925866920276457	-61.3102772853277	0	0	WP_020452707.1	NA	processed acidic surface protein	Inf	Down	NA
gene-ACZ0AN_RS16940	2101.2505967874395	3.537804541539622	0.08793310242888341	40.23290938018307	0	0	WP_020452803.1	NA	HD domain-containing protein	Inf	Up	NA
gene-ACZ0AN_RS16960	3361.206689936696	-3.7056031900187	0.07558606821163279	-49.02494967251654	0	0	WP_249726872.1	esaA	type VII secretion protein EsaA	Inf	Down	NA
gene-ACZ0AN_RS16965	6110.793175799823	-3.0312427175295	0.06321593908230656	-47.95060805128356	0	0	WP_144498848.1	essC	type VII secretion protein EssC	Inf	Down	NA
gene-ACZ0AN_RS16980	19641.95816371808	-3.6253451981592177	0.0728166400730123	-49.787317768632704	0	0	WP_003184900.1	NA	WXG100 family type VII secretion target	Inf	Down	NA
gene-ACZ0AN_RS17045	6761.752776608388	3.4529523969998883	0.07633573717411679	45.2337597673804	0	0	WP_026580067.1	NA	NAD(P)/FAD-dependent oxidoreductase	Inf	Up	NA
gene-ACZ0AN_RS17135	3853.0671100739546	-3.2709483922178557	0.06801950514475978	-48.08838854761721	0	0	WP_020452836.1	NA	S9 family peptidase	Inf	Down	NA
gene-ACZ0AN_RS17710	1309.7218773807865	3.604008912677149	0.09467158474844864	38.06853896291417	0	0	WP_023856264.1	NA	MDR family MFS transporter	Inf	Up	NA
gene-ACZ0AN_RS17815	18726.18649848076	10.363685100635529	0.16075757120778292	64.46778850148353	0	0	WP_020452949.1	NA	four-helix bundle copper-binding protein	Inf	Up	NA
gene-ACZ0AN_RS18035	2493.750519105963	3.3668972460128943	0.07920570362867944	42.50826760907381	0	0	WP_035337713.1	NA	alpha/beta hydrolase	Inf	Up	NA
gene-ACZ0AN_RS18110	1601.787202186705	-4.385881007387084	0.10331470464531942	-42.451662833900215	0	0	WP_065644304.1	NA	ABC transporter substrate-binding protein	Inf	Down	NA
gene-ACZ0AN_RS18180	61863.71745690607	8.154676638404444	0.07148798073158763	114.0705969724114	0	0	WP_025810743.1	NA	hypothetical protein	Inf	Up	NA
gene-ACZ0AN_RS18235	2461.1585126984382	-7.456290888915862	0.17981837440071943	-41.46567843116944	0	0	WP_095292176.1	NA	DegT/DnrJ/EryC1/StrS family aminotransferase	Inf	Down	NA
gene-ACZ0AN_RS18250	2771.3748645594974	-7.399652832451961	0.1700543452482283	-43.51345931002639	0	0	WP_231005573.1	NA	MATE family efflux transporter	Inf	Down	NA
gene-ACZ0AN_RS18255	2339.8463973900057	-6.897300896724677	0.1573341308898723	-43.83855465889036	0	0	WP_095292169.1	NA	glycosyltransferase	Inf	Down	NA
gene-ACZ0AN_RS18260	2348.7050767881155	-7.2261011820334815	0.1715858252897342	-42.1136254689554	0	0	WP_020453024.1	NA	polysaccharide pyruvyl transferase family protein	Inf	Down	NA
gene-ACZ0AN_RS18265	1678.833131226455	-6.703226085229215	0.1711825674541084	-39.15834529720004	0	0	WP_095292166.1	NA	glycosyltransferase family 2 protein	Inf	Down	NA
gene-ACZ0AN_RS18270	2031.3201853008384	-6.613513258975818	0.15400857082452532	-42.942501339819195	0	0	WP_020453026.1	NA	EpsG family protein	Inf	Down	NA
gene-ACZ0AN_RS18275	2536.803465928855	-6.471095816487367	0.1343684877346601	-48.15932608593436	0	0	WP_249726811.1	NA	glycosyltransferase family 1 protein	Inf	Down	NA
gene-ACZ0AN_RS18280	2224.7456707840597	-6.420474377033791	0.1400103144186491	-45.85715276544366	0	0	WP_020453028.1	NA	glycosyltransferase family 2 protein	Inf	Down	NA
gene-ACZ0AN_RS18285	2199.414776625817	-6.47835672015482	0.14289066573666986	-45.33785805220926	0	0	WP_249726809.1	NA	glycosyltransferase family 4 protein	Inf	Down	NA
gene-ACZ0AN_RS18290	2984.1479717799293	-6.877538643895273	0.13914833924446948	-49.42594846074402	0	0	WP_025810731.1	NA	polysaccharide biosynthesis protein	Inf	Down	NA
gene-ACZ0AN_RS18300	1480.3578250814776	-6.504156675798009	0.17163571471344327	-37.89512390621679	0	0	WP_025810730.1	NA	YveK family protein	Inf	Down	NA
gene-ACZ0AN_RS18680	18326.320377505937	3.064638559250787	0.07271880969146158	42.1436843129547	0	0	WP_025810706.1	hpf	ribosome hibernation-promoting factor%2C HPF/YfiA family	Inf	Up	NA
gene-ACZ0AN_RS19010	2096.0387627837513	7.576955045777945	0.18960692966846707	39.96138252450192	0	0	WP_026580203.1	NA	sugar porter family MFS transporter	Inf	Up	NA
gene-ACZ0AN_RS19285	24673.97063718426	12.327640211418462	0.26445092965174116	46.61598364450029	0	0	WP_026580215.1	NA	manganese catalase	Inf	Up	NA
gene-ACZ0AN_RS19305	95081.43311869667	12.540415985110451	0.1514023996783126	82.82838324726225	0	0	WP_035337869.1	NA	CBS domain-containing protein	Inf	Up	NA
gene-ACZ0AN_RS19360	3909.4957938711054	-5.63379332742298	0.09918426330350694	-56.80128217702638	0	0	WP_075212903.1	NA	MDR family MFS transporter	Inf	Down	NA
gene-ACZ0AN_RS19370	15854.831686069308	-6.006333641412407	0.07664799572666468	-78.36256622849818	0	0	WP_249726768.1	NA	amino acid adenylation domain-containing protein	Inf	Down	NA
gene-ACZ0AN_RS19375	2364.023269523032	-6.199924768767221	0.12895536696807408	-48.07806696639588	0	0	WP_023857106.1	NA	isochorismatase family protein	Inf	Down	NA
