ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_017418319.1	WP_105980089.1	gene-ACSAL1_RS13155	-2.0459954312212147	gene-ACZ0AN_RS15245	-2.10050694959517	conserved_down
WP_022553314.1	WP_023855720.1	gene-ACSAL1_RS08780	-1.4905969501394731	gene-ACZ0AN_RS10865	-1.0408375927806186	conserved_down
WP_209388077.1	WP_003180431.1	gene-ACSAL1_RS05455	-1.033576012205452	gene-ACZ0AN_RS06030	-1.195111119164801	conserved_down
WP_209388167.1	WP_154059133.1	gene-ACSAL1_RS06875	-3.998232689390282	gene-ACZ0AN_RS07515	-1.323020547831464	conserved_down
WP_007408534.1	WP_020450606.1	gene-ACSAL1_RS04200	-1.4556562051907516	gene-ACZ0AN_RS04525	-2.519229252651413	conserved_down
WP_015239502.1	WP_020450786.1	gene-ACSAL1_RS05085	-4.613400626729058	gene-ACZ0AN_RS05555	-1.5998343056513242	conserved_down
WP_209388096.1	WP_003180598.1	gene-ACSAL1_RS05760	-8.836432483973539	gene-ACZ0AN_RS06415	-2.988355215365623	conserved_down
WP_209387557.1	WP_020452836.1	gene-ACSAL1_RS15005	-4.7305974059679565	gene-ACZ0AN_RS17135	-3.270948392217856	conserved_down
WP_025649280.1	WP_079289258.1	gene-ACSAL1_RS15620	-4.379155678467193	gene-ACZ0AN_RS11285	-4.448011081301876	conserved_down
WP_209387607.1	WP_095292172.1	gene-ACSAL1_RS16085	-5.697798056811681	gene-ACZ0AN_RS18240	-6.213331683021752	conserved_down
WP_209387611.1	WP_095292166.1	gene-ACSAL1_RS16110	-4.436791661627002	gene-ACZ0AN_RS18265	-6.703226085229215	conserved_down
WP_014417273.1	WP_025811847.1	gene-ACSAL1_RS04705	-2.250070917556412	gene-ACZ0AN_RS05060	-2.8438962412306408	conserved_down
WP_003153100.1	WP_023855186.1	gene-ACSAL1_RS11695	-6.591601171191677	gene-ACZ0AN_RS13250	-6.706310358210987	conserved_down
WP_014418851.1	WP_020453400.1	gene-ACSAL1_RS15460	-3.839634925959488	gene-ACZ0AN_RS20305	-1.8350851572907096	conserved_down
WP_209388209.1	WP_463315682.1	gene-ACSAL1_RS07800	-4.771852676324009	gene-ACZ0AN_RS08505	-2.8463027188605667	conserved_down
WP_209388249.1	WP_095292687.1	gene-ACSAL1_RS08635	-1.3568860186456155	gene-ACZ0AN_RS00985	-3.158145350613784	conserved_down
WP_209388296.1	WP_044803292.1	gene-ACSAL1_RS09340	-3.931865011062726	gene-ACZ0AN_RS17980	-5.604333991616759	conserved_down
WP_014418408.1	WP_020452248.1	gene-ACSAL1_RS12050	-1.129817142211832	gene-ACZ0AN_RS13720	-1.1485529290245378	conserved_down
WP_014418969.1	WP_463315607.1	gene-ACSAL1_RS16380	-1.3063270818016426	gene-ACZ0AN_RS01165	-3.550119058831153	conserved_down
WP_106080393.1	WP_144497729.1	gene-ACSAL1_RS05000	-2.9951889826002223	gene-ACZ0AN_RS05465	-2.8769909479587565	conserved_down
WP_209388151.1	WP_023856766.1	gene-ACSAL1_RS06625	-7.251040954502982	gene-ACZ0AN_RS07265	-1.4431052967788969	conserved_down
WP_209388154.1	WP_458110479.1	gene-ACSAL1_RS06645	-4.4446955036845655	gene-ACZ0AN_RS07285	-2.3859624899557863	conserved_down
WP_007407833.1	WP_023856874.1	gene-ACSAL1_RS18735	-3.003667405224812	gene-ACZ0AN_RS21050	-1.0760270025244625	conserved_down
WP_007408166.1	WP_020452450.1	gene-ACSAL1_RS12800	-1.053106632422948	gene-ACZ0AN_RS14870	-1.6049072282549135	conserved_down
WP_007614078.1	WP_020453097.1	gene-ACSAL1_RS16575	-1.5745220130036943	gene-ACZ0AN_RS18665	-1.5099409821944676	conserved_down
WP_014721606.1	WP_023855407.1	gene-ACSAL1_RS12705	-1.3102430705573511	gene-ACZ0AN_RS14765	-1.4156539426299364	conserved_down
WP_209388310.1	WP_463315701.1	gene-ACSAL1_RS09490	-6.482509195309159	gene-ACZ0AN_RS10640	-5.94605678116537	conserved_down
WP_007609791.1	WP_095293002.1	gene-ACSAL1_RS03165	-3.0007844564021773	gene-ACZ0AN_RS03230	-1.2714857724273227	conserved_down
WP_007612991.1	WP_020452519.1	gene-ACSAL1_RS13160	-3.0268642333038507	gene-ACZ0AN_RS15250	-1.30229110200227	conserved_down
WP_167408947.1	WP_463315688.1	gene-ACSAL1_RS13595	-3.621628308983184	gene-ACZ0AN_RS09690	-1.5516897432526406	conserved_down
WP_007410056.1	WP_023856236.1	gene-ACSAL1_RS15455	-3.7993316724998905	gene-ACZ0AN_RS17555	-1.2411519343862296	conserved_down
WP_007609269.1	WP_020452126.1	gene-ACSAL1_RS01645	-8.731497773152256	gene-ACZ0AN_RS13025	-6.096408181815178	conserved_down
WP_481748173.1	WP_105981050.1	gene-ACSAL1_RS10810	-5.216732604908226	gene-ACZ0AN_RS12265	-2.176400527806829	conserved_down
WP_007408329.1	WP_020452167.1	gene-ACSAL1_RS11690	-11.145716030371412	gene-ACZ0AN_RS13245	-7.891609756638836	conserved_down
WP_012118695.1	WP_025810624.1	gene-ACSAL1_RS17695	-5.000973144053073	gene-ACZ0AN_RS19810	-1.0626817659050756	conserved_down
WP_061861897.1	WP_101561566.1	gene-ACSAL1_RS02840	-3.4896773671917933	gene-ACZ0AN_RS03010	-2.8988960733055515	conserved_down
WP_209388263.1	WP_020452348.1	gene-ACSAL1_RS08895	-1.2524950976342657	gene-ACZ0AN_RS14285	-1.08045050474436	conserved_down
WP_022552595.1	WP_026580558.1	gene-ACSAL1_RS02080	-2.613365052834894	gene-ACZ0AN_RS02450	-1.1412646109687523	conserved_down
WP_209387613.1	WP_020453028.1	gene-ACSAL1_RS16125	-5.160458131216826	gene-ACZ0AN_RS18280	-6.420474377033791	conserved_down
WP_209387667.1	WP_095292203.1	gene-ACSAL1_RS17035	-1.7654474575762205	gene-ACZ0AN_RS18005	-1.1489838384540092	conserved_down
WP_209388092.1	WP_020450924.1	gene-ACSAL1_RS05695	-10.07162757888156	gene-ACZ0AN_RS06340	-1.5796372349978192	conserved_down
WP_007407248.1	WP_023856762.1	gene-ACSAL1_RS06605	-2.595291170227365	gene-ACZ0AN_RS07245	-1.1613355431782524	conserved_down
WP_014417341.1	WP_023856566.1	gene-ACSAL1_RS05225	-1.5868136767450012	gene-ACZ0AN_RS05695	-1.1397539687681253	conserved_down
WP_022553605.1	WP_103749065.1	gene-ACSAL1_RS05025	-1.011685951071803	gene-ACZ0AN_RS05505	-2.313746019608196	conserved_down
WP_159353720.1	WP_039072751.1	gene-ACSAL1_RS01150	-1.216529476565915	gene-ACZ0AN_RS10455	-1.5264984191872444	conserved_down
WP_003152428.1	WP_023855496.1	gene-ACSAL1_RS13480	-4.184454578075795	gene-ACZ0AN_RS15555	-2.7723640814601618	conserved_down
WP_003155777.1	WP_020450431.1	gene-ACSAL1_RS03370	-2.8572146915143524	gene-ACZ0AN_RS03595	-5.242249910141628	conserved_down
WP_007610368.1	WP_020450770.1	gene-ACSAL1_RS05015	-3.115134870592171	gene-ACZ0AN_RS05480	-1.0180402323083362	conserved_down
WP_209387859.1	WP_025811956.1	gene-ACSAL1_RS01600	-5.210545311313145	gene-ACZ0AN_RS03425	-3.586727143568864	conserved_down
WP_003155217.1	WP_463315658.1	gene-ACSAL1_RS05240	-1.2965613643898437	gene-ACZ0AN_RS05710	-4.368438428530614	conserved_down
WP_007407383.1	WP_025810736.1	gene-ACSAL1_RS16090	-6.241506271191187	gene-ACZ0AN_RS18245	-7.177697202871734	conserved_down
WP_014417317.1	WP_020450775.1	gene-ACSAL1_RS05030	-1.358937095658802	gene-ACZ0AN_RS05510	-2.505065121604656	conserved_down
WP_014417626.1	WP_020451223.1	gene-ACSAL1_RS07295	-1.5745785433169384	gene-ACZ0AN_RS08020	-1.7186655527617674	conserved_down
WP_209388180.1	WP_095290367.1	gene-ACSAL1_RS07115	-1.371126921660074	gene-ACZ0AN_RS07810	-1.611368312629892	conserved_down
WP_007407578.1	WP_145654112.1	gene-ACSAL1_RS17230	-4.6499084786959255	gene-ACZ0AN_RS02960	-4.830026554918872	conserved_down
WP_209387469.1	WP_026579141.1	gene-ACSAL1_RS12710	-8.993120230055487	gene-ACZ0AN_RS14770	-1.5809922094879618	conserved_down
WP_209387721.1	WP_023856958.1	gene-ACSAL1_RS18180	-3.1947587087731413	gene-ACZ0AN_RS20280	-1.932750342133404	conserved_down
WP_209388044.1	WP_463315650.1	gene-ACSAL1_RS04750	-3.67331722753992	gene-ACZ0AN_RS05120	-1.6420688221748097	conserved_down
WP_209388153.1	WP_003180957.1	gene-ACSAL1_RS06640	-6.497489586934412	gene-ACZ0AN_RS07280	-1.961174107041807	conserved_down
WP_209388156.1	WP_026579642.1	gene-ACSAL1_RS06665	-3.57050456199533	gene-ACZ0AN_RS10335	-1.417485771650734	conserved_down
WP_003219701.1	WP_003185730.1	gene-ACSAL1_RS16680	-1.91182500742228	gene-ACZ0AN_RS18780	-1.2603698462659634	conserved_down
WP_020956445.1	WP_023856337.1	gene-ACSAL1_RS16935	-2.4202719986665624	gene-ACZ0AN_RS18310	-2.082383067643624	conserved_down
WP_209387442.1	WP_105981085.1	gene-ACSAL1_RS11990	-1.2476685128319194	gene-ACZ0AN_RS13660	-1.1182013854457922	conserved_down
WP_209388328.1	WP_023857755.1	gene-ACSAL1_RS06135	-2.503784716797393	gene-ACZ0AN_RS01470	-1.9860016630405093	conserved_down
WP_015418210.1	WP_025810626.1	gene-ACSAL1_RS15650	-11.014079586223318	gene-ACZ0AN_RS19790	-6.831272881016061	conserved_down
WP_022552985.1	WP_463315595.1	gene-ACSAL1_RS11415	-3.916168066761458	gene-ACZ0AN_RS20355	-1.7895021665581987	conserved_down
WP_025650408.1	WP_023857033.1	gene-ACSAL1_RS14390	-5.780876519510483	gene-ACZ0AN_RS19875	-6.003002254306837	conserved_down
WP_209387470.1	WP_059231350.1	gene-ACSAL1_RS12715	-9.210568388454638	gene-ACZ0AN_RS14775	-1.4126064098139175	conserved_down
WP_209387844.1	WP_023855832.1	gene-ACSAL1_RS01360	-6.226914219005029	gene-ACZ0AN_RS16055	-1.3796673265107144	conserved_down
WP_007409113.1	WP_020450933.1	gene-ACSAL1_RS05795	-3.921841907758969	gene-ACZ0AN_RS06455	-1.6079683885118392	conserved_down
WP_014417223.1	WP_103750481.1	gene-ACSAL1_RS04205	-2.351176894968716	gene-ACZ0AN_RS04530	-1.960722204557238	conserved_down
WP_014417374.1	WP_020450876.1	gene-ACSAL1_RS05500	-1.1350329350387869	gene-ACZ0AN_RS06075	-1.7283821844837082	conserved_down
WP_021495090.1	WP_023855267.1	gene-ACSAL1_RS02315	-3.988787787314784	gene-ACZ0AN_RS13950	-5.02747835785178	conserved_down
WP_061861565.1	WP_035337756.1	gene-ACSAL1_RS16325	-2.438810329297975	gene-ACZ0AN_RS18440	-2.5037519348861097	conserved_down
WP_061862144.1	WP_026579781.1	gene-ACSAL1_RS07285	-2.4054522792384097	gene-ACZ0AN_RS08010	-1.8736780500736585	conserved_down
WP_003152011.1	WP_020452813.1	gene-ACSAL1_RS14825	-3.0957012859322663	gene-ACZ0AN_RS16995	-1.3058677619692192	conserved_down
WP_003152043.1	WP_003184860.1	gene-ACSAL1_RS14730	-2.9528843886866127	gene-ACZ0AN_RS16880	-2.062803349048908	conserved_down
WP_007409714.1	WP_003181573.1	gene-ACSAL1_RS07810	-2.749298295778606	gene-ACZ0AN_RS08515	-2.550907388488772	conserved_down
WP_007410404.1	WP_020449864.1	gene-ACSAL1_RS00780	-1.4205370482935316	gene-ACZ0AN_RS00790	-1.0528012492514374	conserved_down
WP_209387426.1	WP_020452148.1	gene-ACSAL1_RS11615	-1.1635424541894004	gene-ACZ0AN_RS13150	-1.443049048219518	conserved_down
WP_209387320.1	WP_463315703.1	gene-ACSAL1_RS09500	-6.189223140113429	gene-ACZ0AN_RS10650	-6.349762743757935	conserved_down
WP_209387491.1	WP_195257984.1	gene-ACSAL1_RS13205	-2.1655852733208247	gene-ACZ0AN_RS15290	-1.865553482935156	conserved_down
WP_209388095.1	WP_463315661.1	gene-ACSAL1_RS05750	-3.2319212688384127	gene-ACZ0AN_RS06405	-2.006509938426184	conserved_down
WP_003155043.1	WP_020450932.1	gene-ACSAL1_RS05790	-3.1790385771956355	gene-ACZ0AN_RS06450	-1.6429227442146102	conserved_down
WP_209387802.1	WP_023856701.1	gene-ACSAL1_RS19350	-3.1497592516775472	gene-ACZ0AN_RS06835	-1.6044438092341922	conserved_down
WP_209388152.1	WP_003180955.1	gene-ACSAL1_RS06635	-7.206458364625488	gene-ACZ0AN_RS07275	-1.6569289285964044	conserved_down
WP_007610590.1	WP_035339430.1	gene-ACSAL1_RS05755	-4.793345432953291	gene-ACZ0AN_RS06410	-2.116962588425447	conserved_down
WP_021495204.1	WP_128823493.1	gene-ACSAL1_RS03220	-2.322320349915837	gene-ACZ0AN_RS03350	-3.1342363408400256	conserved_down
WP_025649399.1	WP_020450006.1	gene-ACSAL1_RS17850	-2.098315925124401	gene-ACZ0AN_RS01545	-2.127580401155758	conserved_down
WP_209387609.1	WP_095292169.1	gene-ACSAL1_RS16100	-5.599860927765386	gene-ACZ0AN_RS18255	-6.897300896724677	conserved_down
WP_003151173.1	WP_020453255.1	gene-ACSAL1_RS17325	-2.0263806384706347	gene-ACZ0AN_RS19510	-3.0600091153813995	conserved_down
WP_003153227.1	WP_020452110.1	gene-ACSAL1_RS11350	-1.222779099641015	gene-ACZ0AN_RS12940	-4.487047495418778	conserved_down
WP_162495990.1	WP_105981297.1	gene-ACSAL1_RS11420	-3.533648271669795	gene-ACZ0AN_RS20350	-1.5751666468722072	conserved_down
WP_202729492.1	WP_095289976.1	gene-ACSAL1_RS05505	-1.986183835304019	gene-ACZ0AN_RS06090	-1.8899253144776464	conserved_down
WP_204283013.1	WP_009328935.1	gene-ACSAL1_RS05250	-2.9966219168817227	gene-ACZ0AN_RS05715	-2.2172549542624767	conserved_down
WP_007407424.1	WP_023857797.1	gene-ACSAL1_RS16360	-1.050658517630043	gene-ACZ0AN_RS01810	-2.2205687103401	conserved_down
WP_209387781.1	WP_035338110.1	gene-ACSAL1_RS18980	-4.417101689427855	gene-ACZ0AN_RS21435	-3.868319402304567	conserved_down
WP_007410085.1	WP_020452875.1	gene-ACSAL1_RS15260	-2.182925013662896	gene-ACZ0AN_RS17360	-1.0522602511216932	conserved_down
WP_014418922.1	WP_023856328.1	gene-ACSAL1_RS16055	-1.479830873793273	gene-ACZ0AN_RS18210	-1.627988018289776	conserved_down
WP_014417415.1	WP_011197767.1	gene-ACSAL1_RS05780	-1.061755020577034	gene-ACZ0AN_RS06440	-1.8800238125430555	conserved_down
WP_209387488.1	WP_463315577.1	gene-ACSAL1_RS13175	-3.889860148769353	gene-ACZ0AN_RS15265	-1.0796208323761691	conserved_down
WP_209387608.1	WP_231005573.1	gene-ACSAL1_RS16095	-4.579344827486073	gene-ACZ0AN_RS18250	-7.399652832451961	conserved_down
WP_209387612.1	WP_249726811.1	gene-ACSAL1_RS16120	-5.247347115945321	gene-ACZ0AN_RS18275	-6.471095816487367	conserved_down
WP_014418595.1	WP_106070691.1	gene-ACSAL1_RS13170	-3.0662253823892667	gene-ACZ0AN_RS15260	-1.1466878572919523	conserved_down
WP_029325912.1	WP_020451461.1	gene-ACSAL1_RS08660	-4.192395751441157	gene-ACZ0AN_RS09370	-3.5032950341963054	conserved_down
WP_209387563.1	WP_020452856.1	gene-ACSAL1_RS15105	-4.922949378293058	gene-ACZ0AN_RS17260	-2.6828607320238125	conserved_down
WP_007610911.1	WP_020451117.1	gene-ACSAL1_RS06800	-3.741726111267821	gene-ACZ0AN_RS07435	-1.0309016715157504	conserved_down
WP_022553816.1	WP_095292176.1	gene-ACSAL1_RS16080	-5.543662278803894	gene-ACZ0AN_RS18235	-7.456290888915862	conserved_down
WP_209388338.1	WP_095292205.1	gene-ACSAL1_RS09345	-7.154397350758142	gene-ACZ0AN_RS17985	-6.381306972840374	conserved_down
WP_007613085.1	WP_020452575.1	gene-ACSAL1_RS13475	-4.791725317142916	gene-ACZ0AN_RS15550	-3.021110785785228	conserved_down
WP_021495233.1	WP_025810731.1	gene-ACSAL1_RS16135	-4.530910339759023	gene-ACZ0AN_RS18290	-6.877538643895273	conserved_down
WP_174747328.1	WP_020453026.1	gene-ACSAL1_RS16115	-2.4848991690101414	gene-ACZ0AN_RS18270	-6.613513258975818	conserved_down
WP_209387380.1	WP_023857407.1	gene-ACSAL1_RS10325	-3.406958818072628	gene-ACZ0AN_RS11760	-1.7362151346932289	conserved_down
WP_209387383.1	WP_026579397.1	gene-ACSAL1_RS10430	-1.5270002486600045	gene-ACZ0AN_RS11870	-1.0102582551069388	conserved_down
WP_245207593.1	WP_249726717.1	gene-ACSAL1_RS18490	-1.097027773499125	gene-ACZ0AN_RS20885	-3.756722247588632	conserved_down
WP_245207605.1	WP_463315643.1	gene-ACSAL1_RS03830	-4.011225191514354	gene-ACZ0AN_RS04225	-4.277904762537642	conserved_down
WP_014417077.1	WP_145645282.1	gene-ACSAL1_RS03230	-1.212728211239778	gene-ACZ0AN_RS03360	-3.100822010514174	conserved_down
WP_115941165.1	WP_023857018.1	gene-ACSAL1_RS17985	-6.931690911383481	gene-ACZ0AN_RS19975	-4.547894564310743	conserved_down
WP_209387732.1	WP_020450470.1	gene-ACSAL1_RS18295	-2.1436874604686795	gene-ACZ0AN_RS03815	-2.3468186338859405	conserved_down
WP_007409644.1	WP_020451233.1	gene-ACSAL1_RS07335	-1.5155506402994214	gene-ACZ0AN_RS08070	-1.4030987339116316	conserved_down
WP_014419101.1	WP_025810647.1	gene-ACSAL1_RS17370	-3.034831962723532	gene-ACZ0AN_RS19555	-1.2177431012426263	conserved_down
WP_072177127.1	WP_003180601.1	gene-ACSAL1_RS05770	-6.248678981085014	gene-ACZ0AN_RS06425	-3.6244983938427335	conserved_down
WP_099722005.1	WP_021837601.1	gene-ACSAL1_RS18815	-2.55876392020155	gene-ACZ0AN_RS14200	-5.1753798930889126	conserved_down
WP_003155039.1	WP_020450934.1	gene-ACSAL1_RS05800	-5.055819567047458	gene-ACZ0AN_RS06460	-1.6545414497964204	conserved_down
WP_007410057.1	WP_023856235.1	gene-ACSAL1_RS15450	-3.983602052563433	gene-ACZ0AN_RS17550	-1.2440527918364246	conserved_down
WP_061862522.1	WP_020452750.1	gene-ACSAL1_RS14495	-3.596187968140944	gene-ACZ0AN_RS16625	-2.051487939885206	conserved_down
WP_209387347.1	WP_261794644.1	gene-ACSAL1_RS09850	-1.6055589681287308	gene-ACZ0AN_RS02695	-1.6592535988056765	conserved_down
WP_012118762.1	WP_023856957.1	gene-ACSAL1_RS18185	-1.32798715998512	gene-ACZ0AN_RS20285	-2.272010136569734	conserved_down
WP_014417049.1	WP_229129461.1	gene-ACSAL1_RS02975	-4.989698091990646	gene-ACZ0AN_RS04560	-1.1472407121227914	conserved_down
WP_072177665.1	WP_096748019.1	gene-ACSAL1_RS09280	-3.4148839884875617	gene-ACZ0AN_RS07085	-1.3241911366511074	conserved_down
WP_209387606.1	WP_035337735.1	gene-ACSAL1_RS16075	-5.304053247834244	gene-ACZ0AN_RS18230	-7.372771665535743	conserved_down
WP_209387610.1	WP_020453024.1	gene-ACSAL1_RS16105	-4.627131284848838	gene-ACZ0AN_RS18260	-7.2261011820334815	conserved_down
WP_209388186.1	WP_026579780.1	gene-ACSAL1_RS07290	-1.9584188577027124	gene-ACZ0AN_RS08015	-1.4100612002764974	conserved_down
WP_003151098.1	WP_145608064.1	gene-ACSAL1_RS17500	-1.4558620707375989	gene-ACZ0AN_RS19700	-1.1019484703010642	conserved_down
WP_003151172.1	WP_020453256.1	gene-ACSAL1_RS17330	-1.139982933092224	gene-ACZ0AN_RS19515	-3.070994633229761	conserved_down
WP_015240174.1	WP_023855152.1	gene-ACSAL1_RS11355	-1.6246858234659882	gene-ACZ0AN_RS12945	-4.894316630369594	conserved_down
WP_017418085.1	WP_463315566.1	gene-ACSAL1_RS11160	-2.5713019657575265	gene-ACZ0AN_RS12800	-1.2802637223680269	conserved_down
WP_103527241.1	WP_023856662.1	gene-ACSAL1_RS05840	-1.3084654951068946	gene-ACZ0AN_RS06530	-1.577733947177928	conserved_down
