ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_209387446.1	WP_145645246.1	gene-ACSAL1_RS12160	2.890957105996548	gene-ACZ0AN_RS13845	1.1609876763693523	conserved_up
WP_003151340.1	WP_003185831.1	gene-ACSAL1_RS16875	4.035579409374109	gene-ACZ0AN_RS19040	2.6565147089535497	conserved_up
WP_003151607.1	WP_020453006.1	gene-ACSAL1_RS15955	2.6781740488127013	gene-ACZ0AN_RS18160	1.7078587155075085	conserved_up
WP_007408966.1	WP_020450525.1	gene-ACSAL1_RS03815	3.199668833549508	gene-ACZ0AN_RS04095	7.526635975934568	conserved_up
WP_015388236.1	WP_020451395.1	gene-ACSAL1_RS08285	4.313426083885517	gene-ACZ0AN_RS08985	3.0315102328406582	conserved_up
WP_021493878.1	WP_103750387.1	gene-ACSAL1_RS03955	2.02942522569696	gene-ACZ0AN_RS04195	1.6409532471633237	conserved_up
WP_209387661.1	WP_463315589.1	gene-ACSAL1_RS16860	5.0109203121106445	gene-ACZ0AN_RS19025	3.086041239424036	conserved_up
WP_209387727.1	WP_023855146.1	gene-ACSAL1_RS18270	3.811578484962616	gene-ACZ0AN_RS12875	1.818178091388596	conserved_up
WP_209387789.1	WP_023856807.1	gene-ACSAL1_RS19190	2.291104830670822	gene-ACZ0AN_RS21575	2.7096147702740923	conserved_up
WP_003153729.1	WP_023857369.1	gene-ACSAL1_RS09910	1.2584556852155495	gene-ACZ0AN_RS11375	2.205645286779224	conserved_up
WP_017418742.1	WP_103749408.1	gene-ACSAL1_RS17275	1.614248855014084	gene-ACZ0AN_RS19460	1.2083854037340924	conserved_up
WP_007409777.1	WP_020451389.1	gene-ACSAL1_RS08255	2.7675974423991145	gene-ACZ0AN_RS08955	4.422529013607652	conserved_up
WP_014419216.1	WP_463315594.1	gene-ACSAL1_RS18235	2.385908071480302	gene-ACZ0AN_RS20335	1.4164846264262734	conserved_up
WP_014720932.1	WP_020452853.1	gene-ACSAL1_RS04980	1.1085797791705978	gene-ACZ0AN_RS17240	2.866732120959902	conserved_up
WP_209388252.1	WP_020450473.1	gene-ACSAL1_RS08690	1.3622236604329794	gene-ACZ0AN_RS03830	2.2924128567716235	conserved_up
WP_209388287.1	WP_023856967.1	gene-ACSAL1_RS09250	1.4891602330405798	gene-ACZ0AN_RS20235	1.5037524250611525	conserved_up
WP_003156188.1	WP_006638778.1	gene-ACSAL1_RS02490	1.9893596640484152	gene-ACZ0AN_RS02820	1.5777885573158406	conserved_up
WP_025649507.1	WP_023857285.1	gene-ACSAL1_RS07250	1.048174393393034	gene-ACZ0AN_RS07960	1.1459112063521797	conserved_up
WP_038458013.1	WP_020451392.1	gene-ACSAL1_RS08270	3.5434053862178323	gene-ACZ0AN_RS08970	3.096073047684985	conserved_up
WP_209387545.1	WP_020452787.1	gene-ACSAL1_RS14690	2.3835243240054025	gene-ACZ0AN_RS16840	1.6137649185219811	conserved_up
WP_209388183.1	WP_020451200.1	gene-ACSAL1_RS07190	1.414353186335384	gene-ACZ0AN_RS07900	1.0182030945837857	conserved_up
WP_029972881.1	WP_095292867.1	gene-ACSAL1_RS17670	1.10182029199333	gene-ACZ0AN_RS01575	1.2469505260009366	conserved_up
WP_209388037.1	WP_020450667.1	gene-ACSAL1_RS04615	2.944386651393398	gene-ACZ0AN_RS04970	2.721126319181297	conserved_up
WP_003153114.1	WP_020452155.1	gene-ACSAL1_RS11645	1.0102056445239047	gene-ACZ0AN_RS13185	1.1151835516604192	conserved_up
WP_003153118.1	WP_020452153.1	gene-ACSAL1_RS11635	3.617492440935315	gene-ACZ0AN_RS13175	5.094380867120173	conserved_up
WP_003153415.1	WP_023857465.1	gene-ACSAL1_RS10745	1.242076885019327	gene-ACZ0AN_RS12190	1.648876718615896	conserved_up
WP_007612940.1	WP_020452494.1	gene-ACSAL1_RS13030	1.7482222711787694	gene-ACZ0AN_RS15115	1.6140957334261157	conserved_up
WP_014418528.1	WP_023855393.1	gene-ACSAL1_RS12630	1.2167007659470437	gene-ACZ0AN_RS14660	4.132030173461174	conserved_up
WP_209387433.1	WP_023857118.1	gene-ACSAL1_RS11755	1.42731643666065	gene-ACZ0AN_RS19315	8.085635229238775	conserved_up
WP_209387492.1	WP_026579091.1	gene-ACSAL1_RS13250	1.1605197243735168	gene-ACZ0AN_RS15340	1.2511651379488289	conserved_up
WP_007408053.1	WP_020452578.1	gene-ACSAL1_RS13490	2.2347374801941875	gene-ACZ0AN_RS15565	1.3338577099871225	conserved_up
WP_007409044.1	WP_023855222.1	gene-ACSAL1_RS01525	3.223951336408112	gene-ACZ0AN_RS13530	2.1684184456343374	conserved_up
WP_014418748.1	WP_023856137.1	gene-ACSAL1_RS14590	1.0768863178368075	gene-ACZ0AN_RS16730	1.431476000400966	conserved_up
WP_014418974.1	WP_023856359.1	gene-ACSAL1_RS16405	2.329944598103555	gene-ACZ0AN_RS18505	3.191937501962899	conserved_up
WP_095270778.1	WP_101561430.1	gene-ACSAL1_RS16395	1.658652010474452	gene-ACZ0AN_RS18495	2.9260116787617827	conserved_up
WP_209387929.1	WP_396278994.1	gene-ACSAL1_RS02830	2.1582129126574885	gene-ACZ0AN_RS02710	1.4075276134146473	conserved_up
WP_209387935.1	WP_020449955.1	gene-ACSAL1_RS02955	1.802164700032009	gene-ACZ0AN_RS01280	1.1501266095174394	conserved_up
WP_007611720.1	WP_020451591.1	gene-ACSAL1_RS09100	1.0949771771547707	gene-ACZ0AN_RS10050	1.856216948368829	conserved_up
WP_007613980.1	WP_023856924.1	gene-ACSAL1_RS16235	1.9649828315535425	gene-ACZ0AN_RS20680	4.3957796717144335	conserved_up
WP_209387544.1	WP_080131483.1	gene-ACSAL1_RS14670	1.126779857365058	gene-ACZ0AN_RS16820	2.1376321481368232	conserved_up
WP_007408296.1	WP_026579292.1	gene-ACSAL1_RS11920	2.0568155772288206	gene-ACZ0AN_RS13540	2.691811835945876	conserved_up
WP_032863920.1	WP_224146418.1	gene-ACSAL1_RS14685	1.3007322633641176	gene-ACZ0AN_RS16835	1.9087232015654985	conserved_up
WP_209388240.1	WP_020451410.1	gene-ACSAL1_RS08370	4.747927561056087	gene-ACZ0AN_RS09070	1.0520172326355437	conserved_up
WP_007410036.1	WP_020452927.1	gene-ACSAL1_RS15555	4.5809893873153245	gene-ACZ0AN_RS17690	2.407085786537572	conserved_up
WP_014304649.1	WP_020452571.1	gene-ACSAL1_RS04215	1.4252616583793405	gene-ACZ0AN_RS15530	2.04064355755406	conserved_up
WP_014418515.1	WP_020452393.1	gene-ACSAL1_RS12480	1.6039663037829603	gene-ACZ0AN_RS14530	1.488872284702228	conserved_up
WP_110085500.1	WP_020451902.1	gene-ACSAL1_RS10315	2.359979697845892	gene-ACZ0AN_RS11750	1.061756507421873	conserved_up
WP_003156640.1	WP_020452159.1	gene-ACSAL1_RS01570	2.7062858342601133	gene-ACZ0AN_RS13205	2.3500364321204543	conserved_up
WP_007409427.1	WP_023857489.1	gene-ACSAL1_RS10875	2.066445668522116	gene-ACZ0AN_RS12355	1.7905473276227826	conserved_up
WP_209387624.1	WP_023856361.1	gene-ACSAL1_RS16415	3.1997713131795784	gene-ACZ0AN_RS18515	3.7541233757185535	conserved_up
WP_209387679.1	WP_026579237.1	gene-ACSAL1_RS17410	1.4849867843889553	gene-ACZ0AN_RS14050	1.5192416637782065	conserved_up
WP_003154237.1	WP_079289134.1	gene-ACSAL1_RS08330	1.228705730217023	gene-ACZ0AN_RS09030	2.18840402564041	conserved_up
WP_003154243.1	WP_101560838.1	gene-ACSAL1_RS08305	3.055942614352287	gene-ACZ0AN_RS09005	2.16190947115054	conserved_up
WP_003154259.1	WP_025811385.1	gene-ACSAL1_RS08250	1.9628184827220576	gene-ACZ0AN_RS08950	3.8245743595860016	conserved_up
WP_012118784.1	WP_095291331.1	gene-ACSAL1_RS18340	2.1270939898983303	gene-ACZ0AN_RS20580	3.6371951882411935	conserved_up
WP_014417181.1	WP_020450540.1	gene-ACSAL1_RS03915	1.0989780113179863	gene-ACZ0AN_RS04175	1.7105647076707335	conserved_up
WP_021494173.1	WP_075213795.1	gene-ACSAL1_RS09590	6.6109245653865	gene-ACZ0AN_RS10685	4.030802150286297	conserved_up
WP_077721760.1	WP_020452157.1	gene-ACSAL1_RS01580	1.8800441985345884	gene-ACZ0AN_RS13195	1.3902682595375233	conserved_up
WP_007409704.1	WP_020451294.1	gene-ACSAL1_RS07735	2.0770049179577548	gene-ACZ0AN_RS08420	1.000841794795999	conserved_up
WP_209388237.1	WP_020451396.1	gene-ACSAL1_RS08290	4.075032889030868	gene-ACZ0AN_RS08990	2.8385944950647946	conserved_up
WP_007408822.1	WP_075212784.1	gene-ACSAL1_RS14030	2.0635689781125235	gene-ACZ0AN_RS16045	1.4062881097759754	conserved_up
WP_017417943.1	WP_149169593.1	gene-ACSAL1_RS09585	5.651574961305816	gene-ACZ0AN_RS10680	4.669124185727576	conserved_up
WP_021495015.1	WP_020451572.1	gene-ACSAL1_RS03050	3.3480228550340394	gene-ACZ0AN_RS09945	1.025800897923306	conserved_up
WP_209388138.1	WP_249726576.1	gene-ACSAL1_RS06370	6.143813365238279	gene-ACZ0AN_RS06895	1.2365303135077437	conserved_up
WP_003156639.1	WP_020452158.1	gene-ACSAL1_RS01575	2.488416056033597	gene-ACZ0AN_RS13200	2.383794255565834	conserved_up
WP_022553706.1	WP_020452785.1	gene-ACSAL1_RS14680	1.4637724241629897	gene-ACZ0AN_RS16830	2.082874836018976	conserved_up
WP_021495071.1	WP_249726879.1	gene-ACSAL1_RS02635	1.7491701675566806	gene-ACZ0AN_RS16925	1.8497473735124328	conserved_up
WP_021495223.1	WP_020453012.1	gene-ACSAL1_RS16035	2.001584427761545	gene-ACZ0AN_RS18195	2.930528987588032	conserved_up
WP_003152056.1	WP_023856153.1	gene-ACSAL1_RS14700	2.040517932540208	gene-ACZ0AN_RS16850	1.5971631967375328	conserved_up
WP_003152109.1	WP_048349932.1	gene-ACSAL1_RS14555	3.0347676800512047	gene-ACZ0AN_RS03115	3.033028153331931	conserved_up
WP_003155740.1	WP_020450451.1	gene-ACSAL1_RS03470	1.7888922485820404	gene-ACZ0AN_RS03715	1.4795284656142655	conserved_up
WP_007613482.1	WP_025809768.1	gene-ACSAL1_RS14880	4.0451280043721525	gene-ACZ0AN_RS17015	2.463485757789753	conserved_up
WP_209387345.1	WP_023857357.1	gene-ACSAL1_RS09835	2.46989137940372	gene-ACZ0AN_RS11315	1.8831739039455029	conserved_up
WP_209387996.1	WP_463315642.1	gene-ACSAL1_RS03960	2.02469055682974	gene-ACZ0AN_RS04200	2.379799546596909	conserved_up
WP_004264696.1	WP_020449802.1	gene-ACSAL1_RS00270	1.3673912887456747	gene-ACZ0AN_RS00285	1.18374635671308	conserved_up
WP_014417632.1	WP_020451234.1	gene-ACSAL1_RS07345	1.36134188416796	gene-ACZ0AN_RS08080	1.06843973217403	conserved_up
WP_061862346.1	WP_101561047.1	gene-ACSAL1_RS10885	1.5375134319090966	gene-ACZ0AN_RS12365	2.8098513914701604	conserved_up
WP_072177407.1	WP_212110455.1	gene-ACSAL1_RS06400	4.099384548862237	gene-ACZ0AN_RS06925	1.337524763112387	conserved_up
WP_209387432.1	WP_025811157.1	gene-ACSAL1_RS11745	2.427555372990398	gene-ACZ0AN_RS13300	6.881199651120326	conserved_up
WP_209387437.1	WP_025811788.1	gene-ACSAL1_RS11815	2.5663934508619137	gene-ACZ0AN_RS05425	3.607973905812304	conserved_up
WP_209387533.1	WP_245117755.1	gene-ACSAL1_RS14380	9.031164912910793	gene-ACZ0AN_RS16460	1.6817709586311131	conserved_up
WP_209387587.1	WP_035337713.1	gene-ACSAL1_RS15770	1.9849333824227184	gene-ACZ0AN_RS18035	3.3668972460128943	conserved_up
WP_209388204.1	WP_023857262.1	gene-ACSAL1_RS07640	2.086877056381955	gene-ACZ0AN_RS08320	1.6330793804336052	conserved_up
WP_007407590.1	WP_023857087.1	gene-ACSAL1_RS17290	1.7435976681277294	gene-ACZ0AN_RS19480	2.623237373854236	conserved_up
WP_014305920.1	WP_003185659.1	gene-ACSAL1_RS16545	5.571561228131301	gene-ACZ0AN_RS18630	4.058028702998095	conserved_up
WP_209387448.1	WP_020452283.1	gene-ACSAL1_RS12230	1.845316866403148	gene-ACZ0AN_RS13915	4.612007951775259	conserved_up
WP_209387803.1	WP_023855350.1	gene-ACSAL1_RS19365	1.0144065582105024	gene-ACZ0AN_RS14355	1.3852819131879075	conserved_up
WP_007614107.1	WP_023856394.1	gene-ACSAL1_RS16690	1.8772600255633831	gene-ACZ0AN_RS18790	2.5263250614425323	conserved_up
WP_017418307.1	WP_023855450.1	gene-ACSAL1_RS13040	1.083144198097306	gene-ACZ0AN_RS15125	2.06908702083084	conserved_up
WP_003151242.1	WP_003185902.1	gene-ACSAL1_RS17120	2.65732228668248	gene-ACZ0AN_RS19240	1.2571161070282708	conserved_up
WP_003154001.1	WP_020451592.1	gene-ACSAL1_RS09105	1.74226739775494	gene-ACZ0AN_RS10055	1.1613215492921938	conserved_up
WP_003154260.1	WP_020451387.1	gene-ACSAL1_RS08245	2.3792075422791297	gene-ACZ0AN_RS08945	4.17008925642035	conserved_up
WP_007408114.1	WP_020452506.1	gene-ACSAL1_RS13105	1.380487117876421	gene-ACZ0AN_RS15180	2.423731127703502	conserved_up
WP_160216532.1	WP_016885527.1	gene-ACSAL1_RS12485	1.06813035036938	gene-ACZ0AN_RS14535	2.1291118164902327	conserved_up
WP_012118921.1	WP_025810048.1	gene-ACSAL1_RS19265	1.83723321653803	gene-ACZ0AN_RS03025	1.6146880487088442	conserved_up
WP_209388334.1	WP_020451243.1	gene-ACSAL1_RS07400	2.5467520167880666	gene-ACZ0AN_RS08130	2.8831716348867027	conserved_up
WP_014418377.1	WP_145645269.1	gene-ACSAL1_RS11740	2.714214466020032	gene-ACZ0AN_RS13295	6.946677963347863	conserved_up
WP_003154234.1	WP_020451404.1	gene-ACSAL1_RS08340	4.272276822287616	gene-ACZ0AN_RS09040	2.4864931620511546	conserved_up
WP_003154240.1	WP_020451400.1	gene-ACSAL1_RS08315	1.775271066135622	gene-ACZ0AN_RS09015	2.2182027432715383	conserved_up
WP_007408335.1	WP_043054396.1	gene-ACSAL1_RS11650	1.451853578124196	gene-ACZ0AN_RS13190	1.5369147036659538	conserved_up
WP_007409693.1	WP_020451284.1	gene-ACSAL1_RS07670	2.38701197477816	gene-ACZ0AN_RS08360	1.0822423815807185	conserved_up
WP_014418802.1	WP_020452851.1	gene-ACSAL1_RS15075	1.1063358123553917	gene-ACZ0AN_RS17230	1.8330518919800551	conserved_up
WP_061862606.1	WP_035337494.1	gene-ACSAL1_RS00410	1.915159548813751	gene-ACZ0AN_RS00425	1.4292645018735288	conserved_up
WP_209387431.1	WP_026579312.1	gene-ACSAL1_RS11730	2.675474075409988	gene-ACZ0AN_RS13285	6.386369695107744	conserved_up
WP_209388139.1	WP_249726574.1	gene-ACSAL1_RS06405	4.46438175792318	gene-ACZ0AN_RS06930	1.3816842745232878	conserved_up
WP_014417776.1	WP_023857204.1	gene-ACSAL1_RS08350	4.216521341479544	gene-ACZ0AN_RS09050	1.854858466088772	conserved_up
WP_209388218.1	WP_023857229.1	gene-ACSAL1_RS07985	1.772735121131241	gene-ACZ0AN_RS08690	1.5728418430975124	conserved_up
WP_014418250.1	WP_026579386.1	gene-ACSAL1_RS10570	1.2038766514439316	gene-ACZ0AN_RS12010	1.0818059581614043	conserved_up
WP_003151318.1	WP_023857150.1	gene-ACSAL1_RS16940	3.073265333862325	gene-ACZ0AN_RS19095	1.8412168704304648	conserved_up
WP_012118002.1	WP_023855214.1	gene-ACSAL1_RS11875	4.114923266158914	gene-ACZ0AN_RS13485	1.84851839890521	conserved_up
WP_209387997.1	WP_020450546.1	gene-ACSAL1_RS03965	3.1876059468712565	gene-ACZ0AN_RS04205	2.513111713379423	conserved_up
WP_209388036.1	WP_023856470.1	gene-ACSAL1_RS04595	6.002845814897035	gene-ACZ0AN_RS04960	1.4812951197635589	conserved_up
WP_007407726.1	WP_023856983.1	gene-ACSAL1_RS18110	3.579597604692053	gene-ACZ0AN_RS20160	1.5513816645830212	conserved_up
WP_003154622.1	WP_020451191.1	gene-ACSAL1_RS07140	2.297764119328831	gene-ACZ0AN_RS07845	2.144250704278043	conserved_up
WP_007409783.1	WP_035338767.1	gene-ACSAL1_RS08300	2.486360653411608	gene-ACZ0AN_RS09000	1.5636326585770095	conserved_up
WP_021495256.1	WP_096748337.1	gene-ACSAL1_RS16385	1.4867931242498489	gene-ACZ0AN_RS18485	2.6155660585679508	conserved_up
WP_021495283.1	WP_023855223.1	gene-ACSAL1_RS01520	2.199679859629698	gene-ACZ0AN_RS13535	2.18935534696902	conserved_up
WP_014417202.1	WP_463315712.1	gene-ACSAL1_RS04065	2.711193570607283	gene-ACZ0AN_RS04355	1.9758955228131805	conserved_up
WP_014418166.1	WP_020451893.1	gene-ACSAL1_RS10235	1.8512568977719857	gene-ACZ0AN_RS11690	1.2296057200241162	conserved_up
WP_209387484.1	WP_023855455.1	gene-ACSAL1_RS13100	1.9498626415611708	gene-ACZ0AN_RS15175	2.596368165318119	conserved_up
WP_209387580.1	WP_065643738.1	gene-ACSAL1_RS15570	1.6156225148072505	gene-ACZ0AN_RS17705	2.0899830690234773	conserved_up
WP_022553582.1	WP_041817178.1	gene-ACSAL1_RS05420	2.227516292779151	gene-ACZ0AN_RS05955	2.41684663796931	conserved_up
WP_209387524.1	WP_020452677.1	gene-ACSAL1_RS14110	1.4663673715680965	gene-ACZ0AN_RS16130	1.242992703694136	conserved_up
WP_007610253.1	WP_020450670.1	gene-ACSAL1_RS04630	3.7993588891036048	gene-ACZ0AN_RS04985	1.00210732658545	conserved_up
WP_021494986.1	WP_020450948.1	gene-ACSAL1_RS05865	3.035769199656682	gene-ACZ0AN_RS06555	1.517636526202966	conserved_up
WP_095284152.1	WP_020452454.1	gene-ACSAL1_RS12825	1.335810872961464	gene-ACZ0AN_RS14895	1.6563008954581724	conserved_up
WP_100261812.1	WP_023857575.1	gene-ACSAL1_RS09245	4.412620343984075	gene-ACZ0AN_RS10235	1.2055488663977123	conserved_up
WP_003156443.1	WP_023855916.1	gene-ACSAL1_RS00695	3.4516099693130493	gene-ACZ0AN_RS00710	1.401058393525895	conserved_up
WP_007615141.1	WP_145654501.1	gene-ACSAL1_RS00125	2.5631805393951006	gene-ACZ0AN_RS00140	1.237577700920519	conserved_up
WP_012118311.1	WP_003184842.1	gene-ACSAL1_RS14695	1.9934462975446865	gene-ACZ0AN_RS16845	1.806800171857626	conserved_up
WP_017418355.1	WP_023855495.1	gene-ACSAL1_RS13465	1.874264042566167	gene-ACZ0AN_RS15540	4.425972838893833	conserved_up
WP_159353548.1	WP_020451629.1	gene-ACSAL1_RS17555	3.588000856490259	gene-ACZ0AN_RS10255	1.3632716721045643	conserved_up
WP_007407911.1	WP_020453634.1	gene-ACSAL1_RS19185	1.0851338061206952	gene-ACZ0AN_RS21570	1.250710084059118	conserved_up
WP_007408338.1	WP_020452154.1	gene-ACSAL1_RS11640	1.4275707177502726	gene-ACZ0AN_RS13180	1.0638931998373171	conserved_up
WP_014416828.1	WP_026579874.1	gene-ACSAL1_RS01450	6.58147508676219	gene-ACZ0AN_RS06855	1.7905927468398657	conserved_up
WP_021495102.1	WP_023857901.1	gene-ACSAL1_RS02195	1.3980793149702586	gene-ACZ0AN_RS02595	12.077316490850572	conserved_up
WP_007407375.1	WP_095292181.1	gene-ACSAL1_RS16040	2.054659155024426	gene-ACZ0AN_RS18200	2.912645839967647	conserved_up
WP_012117078.1	WP_025810251.1	gene-ACSAL1_RS04020	2.0181894072396385	gene-ACZ0AN_RS04310	4.14082595443248	conserved_up
WP_017418047.1	WP_020451782.1	gene-ACSAL1_RS10730	2.1905783632621225	gene-ACZ0AN_RS11100	1.1931458953031242	conserved_up
WP_209387728.1	WP_025811184.1	gene-ACSAL1_RS18275	2.881290532553628	gene-ACZ0AN_RS12870	1.3839404846776984	conserved_up
WP_209387790.1	WP_463315585.1	gene-ACSAL1_RS19225	7.241561841560755	gene-ACZ0AN_RS18365	1.092917446324435	conserved_up
WP_209388311.1	WP_031305057.1	gene-ACSAL1_RS00115	1.2439568592394572	gene-ACZ0AN_RS00130	1.451888254526169	conserved_up
WP_007408511.1	WP_020450572.1	gene-ACSAL1_RS04040	1.5621962991962208	gene-ACZ0AN_RS04335	4.221194628906001	conserved_up
WP_007409668.1	WP_023857270.1	gene-ACSAL1_RS07495	2.034279976791655	gene-ACZ0AN_RS08175	1.2717001183944705	conserved_up
WP_014304905.1	WP_371268714.1	gene-ACSAL1_RS07015	1.2981923650871057	gene-ACZ0AN_RS07705	1.8845475853504992	conserved_up
WP_014417297.1	WP_043054059.1	gene-ACSAL1_RS04885	2.8475721498146105	gene-ACZ0AN_RS02430	3.9548439060205247	conserved_up
WP_014417627.1	WP_020451225.1	gene-ACSAL1_RS07300	3.505726323103006	gene-ACZ0AN_RS08030	1.1100978492429143	conserved_up
WP_014418918.1	WP_065643474.1	gene-ACSAL1_RS16020	2.458452532097712	gene-ACZ0AN_RS21290	2.559744906951197	conserved_up
WP_007409786.1	WP_020451403.1	gene-ACSAL1_RS08335	3.130381515915663	gene-ACZ0AN_RS09035	2.5445732391343325	conserved_up
WP_021494261.1	WP_020453440.1	gene-ACSAL1_RS11045	1.2529857526054409	gene-ACZ0AN_RS20500	2.081894459021268	conserved_up
WP_021494311.1	WP_229078638.1	gene-ACSAL1_RS11720	2.706660024215494	gene-ACZ0AN_RS13275	5.721775366675209	conserved_up
WP_061862428.1	WP_016885536.1	gene-ACSAL1_RS12565	2.444186567714832	gene-ACZ0AN_RS14595	1.150840620159041	conserved_up
WP_003154256.1	WP_020451391.1	gene-ACSAL1_RS08265	2.800364198316868	gene-ACZ0AN_RS08965	3.3077978853449346	conserved_up
WP_115941249.1	WP_463315605.1	gene-ACSAL1_RS00455	1.279205898789943	gene-ACZ0AN_RS00470	1.0720781501968235	conserved_up
WP_003151043.1	WP_035400430.1	gene-ACSAL1_RS17660	1.7040206343822075	gene-ACZ0AN_RS19780	1.828967395659849	conserved_up
