ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_209387827.1	WP_020450112.1	gene-ACSAL1_RS01035	1.839758709499272	gene-ACZ0AN_RS02100	-3.146216833642523	opposite
WP_209387938.1	WP_249726772.1	gene-ACSAL1_RS02980	-3.882128307582627	gene-ACZ0AN_RS19085	1.2669642413455129	opposite
WP_209388013.1	WP_023855891.1	gene-ACSAL1_RS04145	-13.324400098800346	gene-ACZ0AN_RS04470	3.461212273905089	opposite
WP_003155070.1	WP_003180573.1	gene-ACSAL1_RS05700	-2.72449463230394	gene-ACZ0AN_RS06350	1.6545442789480669	opposite
WP_012117426.1	WP_003181243.1	gene-ACSAL1_RS07055	-2.14063676657998	gene-ACZ0AN_RS07750	1.509253740262695	opposite
WP_017417889.1	WP_026579579.1	gene-ACSAL1_RS09290	-1.6808120499434709	gene-ACZ0AN_RS10900	1.6449506815226274	opposite
WP_044802245.1	WP_039072769.1	gene-ACSAL1_RS09570	-2.128552910239919	gene-ACZ0AN_RS10740	1.3638597986156256	opposite
WP_014416787.1	WP_020452586.1	gene-ACSAL1_RS01185	3.00931132988949	gene-ACZ0AN_RS15610	-1.3555069013213925	opposite
WP_020955795.1	WP_145645558.1	gene-ACSAL1_RS07910	-4.620415470760799	gene-ACZ0AN_RS08615	1.5941446832674218	opposite
WP_021493417.1	WP_020451596.1	gene-ACSAL1_RS09125	1.833529614785592	gene-ACZ0AN_RS10075	-1.405945687121161	opposite
WP_022552891.1	WP_020452405.1	gene-ACSAL1_RS12580	-1.2759140680311605	gene-ACZ0AN_RS14610	1.287618134624874	opposite
WP_025649327.1	WP_020453049.1	gene-ACSAL1_RS16305	-3.0163865821744773	gene-ACZ0AN_RS18405	1.074716264125129	opposite
WP_025649477.1	WP_035338811.1	gene-ACSAL1_RS07890	-1.7906085037229265	gene-ACZ0AN_RS08595	2.5563710273285105	opposite
WP_209387334.1	WP_023855721.1	gene-ACSAL1_RS09665	-1.625821319038704	gene-ACZ0AN_RS10860	2.046212711220096	opposite
WP_209387365.1	WP_020452730.1	gene-ACSAL1_RS19490	-4.956804417139788	gene-ACZ0AN_RS16510	1.3086611866477478	opposite
WP_209387986.1	WP_095292924.1	gene-ACSAL1_RS03745	4.098116878297063	gene-ACZ0AN_RS03970	-3.5873833151550363	opposite
WP_209388060.1	WP_020450901.1	gene-ACSAL1_RS05060	1.8690377668563247	gene-ACZ0AN_RS06210	-5.611823325934181	opposite
WP_003151223.1	WP_023857117.1	gene-ACSAL1_RS17175	-1.7176819120232634	gene-ACZ0AN_RS19320	6.5591302305110375	opposite
WP_003151456.1	WP_249726789.1	gene-ACSAL1_RS16445	1.0939883486448103	gene-ACZ0AN_RS18555	-1.348302108016593	opposite
WP_007410408.1	WP_023855909.1	gene-ACSAL1_RS00840	2.8964756770013387	gene-ACZ0AN_RS00850	-1.0828272311109175	opposite
WP_014417276.1	WP_020450687.1	gene-ACSAL1_RS04725	5.305157079100318	gene-ACZ0AN_RS05085	-2.761024197688778	opposite
WP_209387828.1	WP_025810652.1	gene-ACSAL1_RS01050	1.8673134983556103	gene-ACZ0AN_RS19410	-4.862125190830675	opposite
WP_209388011.1	WP_309539992.1	gene-ACSAL1_RS04110	-1.8031818045343413	gene-ACZ0AN_RS04375	1.5342963973693164	opposite
WP_014419203.1	WP_025810596.1	gene-ACSAL1_RS18135	3.2894651689740755	gene-ACZ0AN_RS20175	-1.0587035131339115	opposite
WP_022553802.1	WP_020450024.1	gene-ACSAL1_RS15820	2.302102677869517	gene-ACZ0AN_RS01635	-3.8434368399104457	opposite
WP_029973678.1	WP_212110497.1	gene-ACSAL1_RS07205	2.3906716068661136	gene-ACZ0AN_RS07915	-4.085783881195495	opposite
WP_209387554.1	WP_020453235.1	gene-ACSAL1_RS14865	1.5416771575832595	gene-ACZ0AN_RS19395	-3.957512289066453	opposite
WP_209388212.1	WP_020451327.1	gene-ACSAL1_RS07900	-3.0047496525185804	gene-ACZ0AN_RS08605	1.35277181282947	opposite
WP_209388216.1	WP_020451336.1	gene-ACSAL1_RS07945	2.414841743463416	gene-ACZ0AN_RS08655	-5.172151041494447	opposite
WP_209387646.1	WP_026580179.1	gene-ACSAL1_RS16710	2.9363138804074542	gene-ACZ0AN_RS18815	-1.4168591077994546	opposite
WP_003155289.1	WP_039072577.1	gene-ACSAL1_RS04990	-2.041175850189201	gene-ACZ0AN_RS05455	7.235454130353523	opposite
WP_014417440.1	WP_003180714.1	gene-ACSAL1_RS05995	-2.298778308602756	gene-ACZ0AN_RS06690	4.045016174893207	opposite
WP_014417729.1	WP_023857239.1	gene-ACSAL1_RS07895	-2.0297876221448985	gene-ACZ0AN_RS08600	2.9303437588381245	opposite
WP_022554035.1	WP_020453621.1	gene-ACSAL1_RS19115	-2.322990530066633	gene-ACZ0AN_RS21505	1.0101514518507837	opposite
WP_003152856.1	WP_020452280.1	gene-ACSAL1_RS12205	-1.0169068275837905	gene-ACZ0AN_RS13890	1.399818401763045	opposite
WP_012117263.1	WP_003180528.1	gene-ACSAL1_RS05580	-2.372524328022084	gene-ACZ0AN_RS06245	1.3085160415468278	opposite
WP_022552673.1	WP_023855723.1	gene-ACSAL1_RS02920	-2.1759039314574493	gene-ACZ0AN_RS10850	1.2509135149737085	opposite
WP_032873890.1	WP_023855369.1	gene-ACSAL1_RS12440	3.9870230484908817	gene-ACZ0AN_RS14490	-1.1233091372305468	opposite
WP_209387583.1	WP_025810763.1	gene-ACSAL1_RS15670	1.4245236705406368	gene-ACZ0AN_RS17850	-1.1208647588266096	opposite
WP_007408709.1	WP_026580067.1	gene-ACSAL1_RS14910	-2.52966151659056	gene-ACZ0AN_RS17045	3.4529523969998883	opposite
WP_014305310.1	WP_020451956.1	gene-ACSAL1_RS10625	-1.1501094277746715	gene-ACZ0AN_RS12065	1.1737778390865292	opposite
WP_014416905.1	WP_020450171.1	gene-ACSAL1_RS01970	2.671573714662776	gene-ACZ0AN_RS02375	-2.115883318913803	opposite
WP_095273110.1	WP_249726614.1	gene-ACSAL1_RS04875	-2.5365152767585504	gene-ACZ0AN_RS05265	1.5345773037398611	opposite
WP_095273206.1	WP_026580622.1	gene-ACSAL1_RS04315	-1.743540925436476	gene-ACZ0AN_RS04625	3.650424617253455	opposite
WP_095273341.1	WP_033155065.1	gene-ACSAL1_RS14860	1.5778932466541775	gene-ACZ0AN_RS19390	-4.362964885030696	opposite
WP_209387890.1	WP_146873720.1	gene-ACSAL1_RS02060	-4.473910967786348	gene-ACZ0AN_RS02425	2.179160803552737	opposite
WP_209388213.1	WP_023857236.1	gene-ACSAL1_RS07915	-3.994368827247178	gene-ACZ0AN_RS08620	1.455848320168253	opposite
WP_007407528.1	WP_023857148.1	gene-ACSAL1_RS16950	1.888507944479355	gene-ACZ0AN_RS19105	-1.1168655277979178	opposite
WP_007408146.1	WP_035338217.1	gene-ACSAL1_RS12920	-2.773655229657829	gene-ACZ0AN_RS14990	1.9403434467068632	opposite
WP_209387911.1	WP_026580583.1	gene-ACSAL1_RS02420	1.7301955847197297	gene-ACZ0AN_RS02755	-2.224249954055576	opposite
WP_209388358.1	WP_023855508.1	gene-ACSAL1_RS13725	-3.273996999785064	gene-ACZ0AN_RS15710	1.3500581237708933	opposite
WP_003151503.1	WP_020453050.1	gene-ACSAL1_RS16310	-2.9989415090396148	gene-ACZ0AN_RS18410	1.0186899730869814	opposite
WP_003154312.1	WP_271725184.1	gene-ACSAL1_RS08110	1.087580621675234	gene-ACZ0AN_RS08815	-1.8493920635257728	opposite
WP_003154690.1	WP_020451145.1	gene-ACSAL1_RS06925	-2.3997605810803044	gene-ACZ0AN_RS07580	3.2587748410728485	opposite
WP_007612510.1	WP_025811170.1	gene-ACSAL1_RS11560	1.0959818511907529	gene-ACZ0AN_RS13095	-1.650939700790506	opposite
WP_007613496.1	WP_035337619.1	gene-ACSAL1_RS14915	2.9590070480118618	gene-ACZ0AN_RS17050	-1.4162598944509583	opposite
WP_209388201.1	WP_003181456.1	gene-ACSAL1_RS07560	1.5856003151824465	gene-ACZ0AN_RS08240	-1.493935486351327	opposite
WP_007409740.1	WP_095290449.1	gene-ACSAL1_RS07955	1.6250628194059014	gene-ACZ0AN_RS08665	-2.2507549507782385	opposite
WP_154817944.1	WP_249726582.1	gene-ACSAL1_RS15635	1.4893961096657558	gene-ACZ0AN_RS06815	-2.282602433784756	opposite
WP_209387385.1	WP_035338526.1	gene-ACSAL1_RS10490	2.147092765768256	gene-ACZ0AN_RS11930	-1.4171710271375706	opposite
WP_209388080.1	WP_020450884.1	gene-ACSAL1_RS05520	-1.088607655130584	gene-ACZ0AN_RS06115	2.025266382205205	opposite
WP_209388085.1	WP_020450903.1	gene-ACSAL1_RS05570	-1.7402385939706209	gene-ACZ0AN_RS06220	2.102155761715547	opposite
WP_007407470.1	WP_025810706.1	gene-ACSAL1_RS16590	-2.3203582946019963	gene-ACZ0AN_RS18680	3.064638559250787	opposite
WP_007407537.1	WP_206761243.1	gene-ACSAL1_RS16995	-1.4793208331478496	gene-ACZ0AN_RS19115	1.2364500784013857	opposite
WP_017419162.1	WP_059231341.1	gene-ACSAL1_RS03070	1.1450079842898782	gene-ACZ0AN_RS14845	-1.3067815561024736	opposite
WP_007410407.1	WP_020449871.1	gene-ACSAL1_RS00835	2.228470254404137	gene-ACZ0AN_RS00845	-1.2209646804641816	opposite
WP_014419260.1	WP_257475246.1	gene-ACSAL1_RS18510	-6.240983486470718	gene-ACZ0AN_RS15400	5.335243977900378	opposite
WP_029972872.1	WP_128822195.1	gene-ACSAL1_RS17530	2.812218569607233	gene-ACZ0AN_RS20370	-1.795460543469901	opposite
WP_209387507.1	WP_020452601.1	gene-ACSAL1_RS13720	-2.9707321629145964	gene-ACZ0AN_RS15705	1.6448229125444818	opposite
WP_209387565.1	WP_020450840.1	gene-ACSAL1_RS15115	-3.024986099388633	gene-ACZ0AN_RS05870	2.925827087659836	opposite
WP_003154494.1	WP_003181465.1	gene-ACSAL1_RS07585	-1.5359154723180035	gene-ACZ0AN_RS08265	2.530751783860001	opposite
WP_003154836.1	WP_023856720.1	gene-ACSAL1_RS06460	2.982318937492834	gene-ACZ0AN_RS06985	-1.0506667382236583	opposite
WP_007408836.1	WP_020452680.1	gene-ACSAL1_RS14125	-2.3175374697918647	gene-ACZ0AN_RS16150	1.1396511708229558	opposite
WP_007409237.1	WP_026579965.1	gene-ACSAL1_RS05050	-1.3226174272393254	gene-ACZ0AN_RS05525	1.4886367338657742	opposite
WP_017417961.1	WP_020451807.1	gene-ACSAL1_RS09745	-1.0584476815359367	gene-ACZ0AN_RS11240	8.30862106703416	opposite
WP_209387673.1	WP_023857110.1	gene-ACSAL1_RS17220	1.805820452869502	gene-ACZ0AN_RS19355	-1.808681497853818	opposite
WP_209388132.1	WP_020452921.1	gene-ACSAL1_RS06295	2.85356140040562	gene-ACZ0AN_RS17660	-1.839998180032269	opposite
WP_104843205.1	WP_020450688.1	gene-ACSAL1_RS04730	-2.758061894974675	gene-ACZ0AN_RS05090	1.957381722390279	opposite
WP_021494112.1	WP_145645272.1	gene-ACSAL1_RS15545	1.250527747499146	gene-ACZ0AN_RS13350	-2.4717615604789205	opposite
WP_115941057.1	WP_216921597.1	gene-ACSAL1_RS15815	5.424529260102979	gene-ACZ0AN_RS01640	-3.521480606460165	opposite
WP_179156185.1	WP_065644469.1	gene-ACSAL1_RS01005	-3.997533034475594	gene-ACZ0AN_RS19595	4.4658135840322375	opposite
WP_209387770.1	WP_020451188.1	gene-ACSAL1_RS18850	1.4661509810766142	gene-ACZ0AN_RS07830	-1.776085064072524	opposite
WP_003152013.1	WP_003184900.1	gene-ACSAL1_RS14815	1.23429023707892	gene-ACZ0AN_RS16980	-3.6253451981592177	opposite
WP_007613715.1	WP_043054605.1	gene-ACSAL1_RS15530	1.4955969217899057	gene-ACZ0AN_RS17675	-1.8904054174507483	opposite
WP_128496533.1	WP_059230658.1	gene-ACSAL1_RS04825	-2.757406303711848	gene-ACZ0AN_RS05225	1.6002988216732843	opposite
WP_209387863.1	WP_463315624.1	gene-ACSAL1_RS01725	-1.3586295861237343	gene-ACZ0AN_RS02465	1.5136745945016676	opposite
WP_209387899.1	WP_039073225.1	gene-ACSAL1_RS02185	-1.129939052314909	gene-ACZ0AN_RS02590	2.7237668876926624	opposite
WP_209387903.1	WP_095291242.1	gene-ACSAL1_RS02245	2.4831709107362503	gene-ACZ0AN_RS21000	-2.445553852128872	opposite
WP_209388031.1	WP_026580312.1	gene-ACSAL1_RS04560	-7.120532440788012	gene-ACZ0AN_RS20440	1.2134458920435158	opposite
WP_209387498.1	WP_025810999.1	gene-ACSAL1_RS13425	1.5580287563427038	gene-ACZ0AN_RS15495	-1.1777824491802114	opposite
WP_209388294.1	WP_025809984.1	gene-ACSAL1_RS09320	-5.161210575933284	gene-ACZ0AN_RS10325	1.2245817898997904	opposite
WP_014305691.1	WP_020452742.1	gene-ACSAL1_RS14430	1.6303062816933798	gene-ACZ0AN_RS16585	-1.519135576319331	opposite
WP_209387472.1	WP_059231345.1	gene-ACSAL1_RS12730	-2.0796347991122253	gene-ACZ0AN_RS14790	2.6462009780219864	opposite
WP_209387478.1	WP_020452478.1	gene-ACSAL1_RS12950	-1.2664908573470106	gene-ACZ0AN_RS15020	1.4064419209231602	opposite
WP_209388324.1	WP_026578946.1	gene-ACSAL1_RS05275	-1.70381506028291	gene-ACZ0AN_RS03525	5.187326966671421	opposite
WP_014418340.1	WP_020452121.1	gene-ACSAL1_RS11410	-1.512319197505031	gene-ACZ0AN_RS13000	1.9124220025753167	opposite
WP_022552527.1	WP_020449985.1	gene-ACSAL1_RS01380	-1.7554283572510758	gene-ACZ0AN_RS01435	1.540454334699312	opposite
WP_202331656.1	WP_095290353.1	gene-ACSAL1_RS07035	-2.919050957471074	gene-ACZ0AN_RS07725	2.433349164862836	opposite
WP_209387944.1	WP_023857810.1	gene-ACSAL1_RS03080	1.4785084196194729	gene-ACZ0AN_RS03145	-1.2508822272224982	opposite
WP_012118061.1	WP_011198155.1	gene-ACSAL1_RS12420	1.846894542775255	gene-ACZ0AN_RS14470	-2.606860228024814	opposite
WP_014417556.1	WP_463315676.1	gene-ACSAL1_RS06745	-5.56770355087309	gene-ACZ0AN_RS07400	5.289231760613902	opposite
WP_014417762.1	WP_020451377.1	gene-ACSAL1_RS08195	6.337370453990021	gene-ACZ0AN_RS08895	-1.0454220067336564	opposite
WP_209387473.1	WP_059231343.1	gene-ACSAL1_RS12780	1.9894286712623857	gene-ACZ0AN_RS14840	-1.00845801389165	opposite
WP_003153619.1	WP_020451883.1	gene-ACSAL1_RS10175	-1.722252099323851	gene-ACZ0AN_RS11625	2.5781279651762063	opposite
WP_014417398.1	WP_463315660.1	gene-ACSAL1_RS05665	-3.580840067855558	gene-ACZ0AN_RS06310	1.6251268993694716	opposite
WP_025649284.1	WP_463315582.1	gene-ACSAL1_RS15640	-2.486608448155006	gene-ACZ0AN_RS17740	1.0764913789995516	opposite
WP_038461736.1	WP_020453236.1	gene-ACSAL1_RS01040	1.584894154458904	gene-ACZ0AN_RS19400	-4.651143110324002	opposite
WP_003153079.1	WP_003183482.1	gene-ACSAL1_RS11770	-1.5866479266552576	gene-ACZ0AN_RS13315	8.443935586695828	opposite
WP_003155001.1	WP_003180687.1	gene-ACSAL1_RS05935	1.587955363155768	gene-ACZ0AN_RS06625	-2.316635517162371	opposite
WP_003155032.1	WP_003180627.1	gene-ACSAL1_RS05830	-1.48070761962927	gene-ACZ0AN_RS06490	2.3287867045475985	opposite
WP_053284944.1	WP_020452572.1	gene-ACSAL1_RS13460	-1.0875451560258922	gene-ACZ0AN_RS15535	3.156063686981473	opposite
WP_209387501.1	WP_033155109.1	gene-ACSAL1_RS13535	1.402899029947788	gene-ACZ0AN_RS15615	-1.1245484424872636	opposite
WP_209387324.1	WP_326250815.1	gene-ACSAL1_RS09575	-1.6949909249833006	gene-ACZ0AN_RS10745	1.867299186070413	opposite
WP_209387371.1	WP_212110765.1	gene-ACSAL1_RS10140	-1.6950813982752506	gene-ACZ0AN_RS11590	2.227831602679029	opposite
WP_209388049.1	WP_031305082.1	gene-ACSAL1_RS04820	-2.0122231610055774	gene-ACZ0AN_RS05220	1.9624323865136275	opposite
WP_014417345.1	WP_048350511.1	gene-ACSAL1_RS05265	2.0044553150348823	gene-ACZ0AN_RS05735	-2.087888930422932	opposite
WP_007410230.1	WP_164468292.1	gene-ACSAL1_RS02480	1.1037986106559712	gene-ACZ0AN_RS02810	-1.3311185939424754	opposite
WP_014419005.1	WP_020453106.1	gene-ACSAL1_RS16615	3.312279031044928	gene-ACZ0AN_RS18715	-2.047227156495792	opposite
WP_022553228.1	WP_020451809.1	gene-ACSAL1_RS09785	-1.04841924228341	gene-ACZ0AN_RS11250	1.7805460226527714	opposite
WP_029972995.1	WP_026580420.1	gene-ACSAL1_RS18835	-1.5809562554891476	gene-ACZ0AN_RS01000	1.3329910502058508	opposite
WP_209387647.1	WP_035337789.1	gene-ACSAL1_RS16715	2.6740028291465605	gene-ACZ0AN_RS18820	-1.537274038259388	opposite
WP_003151042.1	WP_025810627.1	gene-ACSAL1_RS17665	1.67050618562691	gene-ACZ0AN_RS19785	-1.3492842629015342	opposite
WP_012117893.1	WP_020452022.1	gene-ACSAL1_RS10940	-2.0065814986268204	gene-ACZ0AN_RS12430	1.1134925088903038	opposite
WP_209387991.1	WP_023857813.1	gene-ACSAL1_RS03845	1.0987673248915013	gene-ACZ0AN_RS03130	-1.3759518814303409	opposite
WP_003154369.1	WP_023857233.1	gene-ACSAL1_RS07935	1.4049814681740505	gene-ACZ0AN_RS08645	-4.711078155594909	opposite
WP_007407816.1	WP_095291318.1	gene-ACSAL1_RS18620	-1.8790341241684283	gene-ACZ0AN_RS20970	1.001355292731206	opposite
WP_014419099.1	WP_023857083.1	gene-ACSAL1_RS17355	1.548535632176003	gene-ACZ0AN_RS19540	-2.0845830819213256	opposite
WP_014469850.1	WP_370510518.1	gene-ACSAL1_RS03375	-1.9532679498473229	gene-ACZ0AN_RS03600	2.149252787360799	opposite
WP_209387873.1	WP_003178866.1	gene-ACSAL1_RS01820	1.775706955335577	gene-ACZ0AN_RS02135	-3.700070754023856	opposite
WP_007611262.1	WP_095290421.1	gene-ACSAL1_RS07715	-3.284057699936869	gene-ACZ0AN_RS08400	1.71287448427022	opposite
WP_014419228.1	WP_095291253.1	gene-ACSAL1_RS18305	-1.3108942523250051	gene-ACZ0AN_RS20925	2.938786486055298	opposite
WP_088056325.1	WP_146874100.1	gene-ACSAL1_RS02325	-2.2863352466123152	gene-ACZ0AN_RS02680	1.342102422356278	opposite
WP_007409122.1	WP_003180588.1	gene-ACSAL1_RS05735	2.206260333439909	gene-ACZ0AN_RS06385	-2.432494628538149	opposite
WP_024085288.1	WP_026579746.1	gene-ACSAL1_RS07925	-3.447153631116682	gene-ACZ0AN_RS08630	1.1529578287187965	opposite
WP_017418904.1	WP_020450028.1	gene-ACSAL1_RS15800	1.0970166929722152	gene-ACZ0AN_RS01655	-1.789942965631553	opposite
WP_003156549.1	WP_020449875.1	gene-ACSAL1_RS00870	1.655201871707182	gene-ACZ0AN_RS00880	-1.2828903367666364	opposite
WP_004264646.1	WP_020449813.1	gene-ACSAL1_RS00345	3.1742556993769653	gene-ACZ0AN_RS00360	-1.0985710140897882	opposite
WP_012117440.1	WP_020451202.1	gene-ACSAL1_RS07200	4.053704886681892	gene-ACZ0AN_RS07910	-2.792417802221575	opposite
WP_209388290.1	WP_463315550.1	gene-ACSAL1_RS09285	-2.0088940245736726	gene-ACZ0AN_RS10905	1.7768975193488254	opposite
