WP_014417149.1	WP_023856932.1	0.802	639	126	0	1	639	1	639	0.000E+00	1099
WP_014417176.1	WP_020450531.1	0.655	260	89	0	1	260	1	259	5.344E-114	361
WP_014418775.1	WP_197407116.1	0.717	410	115	0	1	407	1	410	1.487E-200	619
WP_014418825.1	WP_023856213.1	0.702	276	80	0	1	271	1	276	6.520E-124	390
WP_014419051.1	WP_212110215.1	0.453	194	103	0	12	205	12	201	9.583E-53	181
WP_014419072.1	WP_095291475.1	0.628	285	106	0	1	285	1	285	3.888E-119	377
WP_014419080.1	WP_003185936.1	0.844	116	18	0	1	116	1	116	3.989E-62	203
WP_014419238.1	WP_026580333.1	0.790	410	86	0	1	410	1	410	7.337E-227	695
WP_014419289.1	WP_020453541.1	0.892	344	37	0	1	344	1	344	1.521E-211	647
WP_015240119.1	WP_463315559.1	0.882	178	21	0	1	178	1	178	3.838E-101	319
WP_015240312.1	WP_020452461.1	0.753	324	80	0	1	324	1	324	8.356E-165	511
WP_032871696.1	WP_043054431.1	0.616	266	102	0	1	266	1	266	2.621E-116	368
WP_032872770.1	WP_023855731.1	0.395	139	83	0	15	153	17	155	9.284E-29	109
WP_061861777.1	WP_318602724.1	0.854	281	41	0	1	281	1	281	3.104E-163	504
WP_063636903.1	WP_020453563.1	0.584	362	149	0	1	359	1	362	1.591E-140	443
WP_065180448.1	WP_020450914.1	0.861	326	45	0	1	326	1	326	8.446E-192	589
WP_087920760.1	WP_023857495.1	0.529	376	177	0	3	378	1	376	1.281E-132	421
WP_209387508.1	WP_020452608.1	0.637	127	46	0	1	127	1	127	1.563E-49	168
WP_209387523.1	WP_020452675.1	0.716	254	72	0	1	254	1	254	4.350E-123	387
WP_209387527.1	WP_025810961.1	0.668	478	158	0	1	478	1	478	3.289E-212	657
WP_209387562.1	WP_023856199.1	0.650	531	186	0	1	531	1	531	1.596E-224	695
WP_209387570.1	WP_020452628.1	0.500	154	76	0	2	153	4	157	1.441E-49	169
WP_209387638.1	WP_463315694.1	0.742	462	119	0	7	468	7	468	1.691E-237	729
WP_209387642.1	WP_020453116.1	0.563	93	40	0	1	93	1	92	7.212E-30	109
WP_209387655.1	WP_035337813.1	0.667	527	172	0	1	517	1	527	3.915E-225	696
WP_209388169.1	WP_103749028.1	0.663	232	78	0	3	234	2	232	1.303E-106	338
WP_209388200.1	WP_003181448.1	0.745	102	26	0	1	102	1	102	4.494E-48	162
WP_209388234.1	WP_020451382.1	0.879	432	52	0	4	435	3	434	6.784E-258	786
WP_209388238.1	WP_025811388.1	0.559	367	159	0	1	361	1	367	4.203E-120	384
WP_209388273.1	WP_075213073.1	0.393	61	36	0	71	131	219	279	8.566E-07	45
WP_209388283.1	WP_023857589.1	0.675	74	24	0	5	78	3	76	3.698E-30	109
WP_209388304.1	WP_020450511.1	0.645	251	89	0	1	251	1	251	4.289E-112	355
WP_003156763.1	WP_003178443.1	0.904	273	26	0	1	273	1	273	1.950E-164	507
WP_004264749.1	WP_020449787.1	0.650	60	21	0	5	64	4	63	1.290E-25	95
WP_007407422.1	WP_023856351.1	0.851	317	47	0	1	317	1	317	6.908E-181	557
WP_007407465.1	WP_003185670.1	0.877	228	28	0	1	228	1	228	3.933E-134	417
WP_007407698.1	WP_020453338.1	0.705	268	79	0	1	268	1	268	2.340E-125	394
WP_007407993.1	WP_003182557.1	0.781	110	24	0	1	110	1	110	1.478E-53	178
WP_007408015.1	WP_095292130.1	0.493	152	75	0	3	154	7	154	3.808E-41	145
WP_007408448.1	WP_463315651.1	0.526	112	52	0	5	116	1	111	1.147E-33	122
WP_007409944.1	WP_020449828.1	0.837	191	31	0	1	191	1	191	1.631E-110	347
WP_007410015.1	WP_003185211.1	0.827	133	23	0	1	133	1	133	6.112E-77	247
WP_007410043.1	WP_020452974.1	0.802	380	75	0	4	383	2	380	1.621E-214	658
WP_007609843.1	WP_020450432.1	0.784	65	14	0	1	65	1	65	1.421E-32	115
WP_007610190.1	WP_020450637.1	0.789	356	74	0	1	354	1	356	1.406E-182	564
WP_007610880.1	WP_262352115.1	0.686	137	43	0	1	137	1	137	3.188E-60	199
WP_007610941.1	WP_020451134.1	0.604	162	64	0	4	165	4	165	7.868E-62	205
WP_007612715.1	WP_309539844.1	0.731	290	78	0	1	290	1	290	3.160E-150	467
WP_007612737.1	WP_035338395.1	0.841	239	38	0	1	239	1	239	7.206E-134	417
WP_014418024.1	WP_023857586.1	0.796	192	39	0	1	192	1	192	3.483E-101	320
WP_014418069.1	WP_105980986.1	0.622	122	46	0	1	122	1	122	3.477E-52	175
WP_014418078.1	WP_026579843.1	0.715	583	166	0	9	591	4	585	1.275E-284	872
WP_014418277.1	WP_095323640.1	0.727	176	48	0	4	179	3	178	2.319E-90	288
WP_014418326.1	WP_020452104.1	0.602	93	37	0	1	93	1	93	1.012E-33	120
WP_014418337.1	WP_020452116.1	0.784	473	102	0	1	473	1	473	8.643E-248	759
WP_014418413.1	WP_095291031.1	0.890	311	34	0	1	311	1	311	3.009E-187	575
WP_017417453.1	WP_080131317.1	0.884	304	35	0	1	304	1	304	4.350E-180	554
WP_017417982.1	WP_020451838.1	0.505	235	114	0	1	232	1	235	5.084E-73	241
WP_017418839.1	WP_039073040.1	0.679	212	68	0	1	212	1	212	6.591E-95	303
WP_021494934.1	WP_023856563.1	0.708	709	207	0	5	713	2	710	0.000E+00	1079
WP_021495000.1	WP_003180736.1	0.849	373	56	0	1	373	1	373	3.671E-216	662
WP_022552585.1	WP_026580540.1	0.763	224	53	0	2	225	3	226	4.501E-115	362
WP_022552606.1	WP_463315629.1	0.357	179	114	0	1	179	1	178	8.335E-36	132
WP_109567373.1	WP_020451965.1	0.653	231	80	0	8	238	8	238	8.394E-108	342
WP_129091647.1	WP_145654170.1	0.685	175	51	0	2	176	8	171	1.616E-76	248
WP_139890551.1	WP_249726542.1	0.673	46	15	0	112	157	2	47	6.737E-16	72
WP_167409073.1	WP_020451270.1	0.863	1147	157	0	1	1147	1	1147	0.000E+00	2057
WP_205160640.1	WP_020451227.1	0.805	631	122	0	1	631	1	628	0.000E+00	1031
WP_209387369.1	WP_212110767.1	0.525	251	118	0	1	251	1	250	5.380E-81	265
WP_209387373.1	WP_023857393.1	0.651	201	69	0	1	201	1	199	2.735E-91	292
WP_209387614.1	WP_249726809.1	0.683	373	118	0	1	373	1	372	9.713E-173	537
WP_209387617.1	WP_463315638.1	0.846	561	86	0	1	560	1	561	0.000E+00	1051
WP_209387620.1	WP_463315636.1	0.755	586	143	0	1	585	1	586	0.000E+00	989
WP_209387665.1	WP_075212731.1	0.709	524	152	0	1	524	1	524	7.392E-258	791
WP_209387671.1	WP_095291486.1	0.606	536	209	0	1	536	1	532	1.402E-228	707
WP_209387707.1	WP_020453337.1	0.808	225	43	0	1	225	1	225	2.238E-131	409
WP_209387736.1	WP_103749066.1	0.263	289	212	0	1	289	2	289	1.941E-24	102
WP_209387964.1	WP_020450442.1	0.892	512	55	0	1	512	1	512	6.606E-306	929
WP_209388014.1	WP_144497568.1	0.592	457	186	0	1	457	1	457	5.489E-183	571
WP_209388094.1	WP_025808298.1	0.534	262	121	0	1	261	1	262	2.848E-93	301
WP_209388097.1	WP_020450931.1	0.702	544	161	0	1	544	1	541	6.497E-269	824
WP_209388099.1	WP_456283510.1	0.653	286	99	0	10	295	5	290	9.348E-124	391
WP_209388134.1	WP_020452919.1	0.575	330	140	0	2	331	3	332	3.931E-124	394
WP_003153371.1	WP_328067298.1	0.796	398	81	0	1	398	1	398	1.780E-219	673
WP_003153956.1	WP_020451623.1	0.403	111	66	0	1	111	1	111	1.115E-19	81
WP_003154064.1	WP_020451500.1	0.931	73	5	0	1	73	1	73	8.228E-42	142
WP_003154116.1	WP_020451462.1	0.917	509	42	0	1	509	1	509	2.964E-323	979
WP_003154140.1	WP_020451457.1	0.959	519	21	0	1	519	1	519	1.976E-323	980
WP_003154415.1	WP_011197962.1	0.857	77	11	0	1	77	1	77	6.064E-42	143
WP_003154430.1	WP_020451301.1	0.915	366	31	0	1	366	1	366	2.151E-227	694
WP_003154457.1	WP_003181522.1	0.881	59	7	0	1	59	1	57	1.166E-31	112
WP_003154559.1	WP_003181378.1	0.761	42	10	0	1	42	1	42	1.276E-16	68
WP_007611398.1	WP_048350339.1	0.669	254	84	0	1	254	1	254	1.931E-112	356
WP_007613079.1	WP_020452564.1	0.894	408	43	0	1	408	1	408	4.160E-242	739
WP_007613147.1	WP_023855507.1	0.843	421	66	0	1	421	1	420	1.836E-239	732
WP_007613450.1	WP_020452803.1	0.784	176	38	0	1	176	1	176	1.034E-97	309
WP_007615086.1	WP_020453652.1	0.925	628	47	0	1	628	1	628	0.000E+00	1190
WP_007615180.1	WP_095293082.1	0.730	489	131	0	1	489	1	488	2.773E-243	747
WP_012117404.1	WP_154059132.1	0.641	229	82	0	1	229	1	229	1.544E-95	306
WP_012117484.1	WP_020451265.1	0.620	207	77	0	1	207	1	203	4.292E-80	260
WP_012117608.1	WP_020451505.1	0.937	322	20	0	1	322	1	322	1.095E-207	635
WP_012118213.1	WP_023855516.1	0.761	268	64	0	1	268	1	268	6.751E-140	436
WP_015418285.1	WP_075212860.1	0.867	324	43	0	1	324	1	324	8.442E-191	586
WP_017417317.1	WP_020450659.1	0.496	151	75	0	1	149	1	151	1.731E-48	166
WP_017417325.1	WP_020450675.1	0.895	384	40	0	1	384	1	383	8.940E-242	737
WP_017417774.1	WP_025811384.1	0.873	467	59	0	1	467	1	467	2.197E-269	821
WP_017419469.1	WP_020449841.1	0.650	232	81	0	1	232	1	231	7.288E-95	304
WP_017419515.1	WP_033155020.1	0.591	159	65	0	1	159	2	160	1.148E-64	213
WP_020954278.1	WP_075212773.1	0.803	310	61	0	14	323	1	310	6.073E-168	520
WP_029973660.1	WP_023857414.1	0.394	137	81	0	1	137	1	135	3.638E-32	118
WP_031378992.1	WP_020451895.1	0.720	129	36	0	1	129	1	129	2.322E-58	193
WP_032863662.1	WP_020453043.1	0.468	361	189	0	1	361	1	356	1.291E-110	357
WP_032863899.1	WP_039073313.1	0.553	484	214	0	1	479	1	484	8.553E-180	563
WP_043867560.1	WP_231005429.1	0.520	125	59	0	1	125	122	245	4.005E-42	146
WP_044802186.1	WP_212110766.1	0.648	185	65	0	6	190	7	191	3.501E-84	271
WP_045206448.1	WP_026578991.1	0.668	296	97	0	1	294	1	296	4.756E-131	412
WP_053285355.1	WP_020453175.1	0.857	323	46	0	1	323	1	320	4.926E-179	552
WP_053573854.1	WP_145645221.1	0.294	129	87	0	24	147	31	159	8.149E-12	61
WP_209387514.1	WP_020452629.1	0.665	463	155	0	1	463	1	463	5.641E-212	655
WP_209387553.1	WP_025810653.1	0.580	393	165	0	1	393	1	393	2.173E-145	459
WP_209387555.1	WP_095292948.1	0.681	179	56	0	1	178	2	180	2.963E-79	256
WP_209387558.1	WP_023856189.1	0.631	144	53	0	1	144	1	144	4.036E-59	196
WP_209387560.1	WP_025809804.1	0.616	462	171	0	1	462	1	447	2.202E-196	610
WP_209387595.1	WP_095292197.1	0.411	592	348	0	1	592	1	592	3.418E-147	474
WP_209387599.1	WP_020453008.1	0.807	447	86	0	1	446	1	447	3.046E-246	753
WP_209387623.1	WP_023856360.1	0.736	422	111	0	1	422	1	422	3.627E-204	631
WP_209387976.1	WP_020450858.1	0.724	69	19	0	7	75	8	76	5.960E-34	120
WP_209388006.1	WP_023855961.1	0.538	245	112	0	1	245	1	244	4.946E-88	285
WP_209388040.1	WP_051303785.1	0.320	255	173	0	1	255	1	255	9.053E-36	134
WP_209388043.1	WP_020450692.1	0.602	219	85	0	3	221	2	215	1.888E-87	282
WP_209388081.1	WP_020450890.1	0.694	334	102	0	1	334	1	334	8.225E-156	486
WP_209388089.1	WP_050820921.1	0.773	406	92	0	1	405	1	406	9.491E-204	628
WP_209388124.1	WP_003182594.1	0.482	56	28	0	1	56	2	57	7.113E-14	61
WP_209388285.1	WP_020451614.1	0.935	655	43	0	1	655	1	655	0.000E+00	1251
WP_209388288.1	WP_023856729.1	0.368	338	213	0	1	338	1	338	6.460E-73	246
WP_209388291.1	WP_035338589.1	0.501	538	267	0	4	540	4	541	7.427E-165	523
WP_209388340.1	WP_463315652.1	0.606	325	126	0	5	324	4	328	1.368E-133	421
WP_209388347.1	WP_023855954.1	0.761	67	16	0	2	68	3	69	4.105E-31	111
WP_209388351.1	WP_020451483.1	0.605	208	82	0	1	208	1	208	1.158E-86	279
WP_003155540.1	WP_101561777.1	0.782	321	69	0	10	328	4	324	5.052E-175	541
WP_003156182.1	WP_023857863.1	0.690	275	84	0	1	273	1	275	2.322E-110	351
WP_003156193.1	WP_023857867.1	0.670	188	62	0	1	188	1	188	1.422E-88	284
WP_003156206.1	WP_023857876.1	0.571	42	18	0	1	42	1	42	2.885E-11	53
WP_003156487.1	WP_020449865.1	0.960	179	7	0	1	179	1	179	1.704E-110	346
WP_003156492.1	WP_020449866.1	0.866	120	16	0	1	120	1	120	3.592E-65	212
WP_003156499.1	WP_020449869.1	0.910	146	13	0	1	146	1	146	1.452E-87	278
WP_003156765.1	WP_023857683.1	0.723	206	57	0	1	206	1	206	4.785E-105	332
WP_003178075.1	WP_003178075.1	1.000	44	0	0	1	44	1	44	1.147E-24	91
WP_003225846.1	WP_023855904.1	0.961	130	5	0	1	130	1	130	6.594E-80	255
WP_007409608.1	WP_165583461.1	0.433	53	28	0	1	53	2	52	7.406E-12	55
WP_007409901.1	WP_020453651.1	0.786	239	51	0	1	239	1	239	2.555E-127	398
WP_007409919.1	WP_020449793.1	0.817	329	60	0	1	329	1	329	9.984E-183	563
WP_007410125.1	WP_020450968.1	0.682	195	62	0	1	195	1	195	1.893E-92	295
WP_007410226.1	WP_035337159.1	0.660	159	54	0	1	159	1	159	8.271E-67	219
WP_007410250.1	WP_020450130.1	0.770	74	17	0	1	74	1	74	5.575E-39	134
WP_007410318.1	WP_020451611.1	0.702	94	28	0	1	94	1	94	7.226E-46	155
WP_007410378.1	WP_023857655.1	0.669	103	34	0	1	103	1	103	7.498E-42	144
WP_007610550.1	WP_020450916.1	0.733	270	72	0	1	270	1	270	7.068E-140	436
WP_014417791.1	WP_025811414.1	0.833	408	68	0	1	408	1	408	6.870E-237	724
WP_014417828.1	WP_023855404.1	0.508	232	113	0	1	230	1	232	5.065E-74	244
WP_014418163.1	WP_020451887.1	0.696	158	48	0	1	158	1	158	4.021E-75	243
WP_014418226.1	WP_020451906.1	0.539	63	26	0	1	63	1	58	3.800E-15	65
WP_014418253.1	WP_079289295.1	0.716	360	102	0	1	360	2	361	1.306E-177	550
WP_014418701.1	WP_020452681.1	0.481	132	68	0	16	147	16	147	4.184E-35	127
WP_014418721.1	WP_023856013.1	0.763	173	41	0	9	181	12	184	2.321E-84	271
WP_014419002.1	WP_020453101.1	0.568	125	54	0	1	125	1	125	1.211E-46	159
WP_014419019.1	WP_020453131.1	0.670	480	158	0	1	480	1	479	5.370E-213	659
WP_159354303.1	WP_020451916.1	0.468	141	63	0	15	155	30	148	2.041E-29	111
WP_182072509.1	WP_023856561.1	0.682	460	145	0	1	460	1	458	5.147E-203	629
WP_209387333.1	WP_245118603.1	0.377	629	372	0	1	598	1	629	1.606E-127	417
WP_209387360.1	WP_082021584.1	0.430	153	82	0	5	149	13	165	9.010E-28	106
WP_209387399.1	WP_035338481.1	0.724	490	135	0	1	490	1	490	1.776E-249	765
WP_209387807.1	WP_026579010.1	0.699	376	113	0	1	376	1	376	1.160E-171	534
WP_209387811.1	WP_020449796.1	0.854	247	36	0	1	247	1	247	2.447E-140	436
WP_209387815.1	WP_095293084.1	0.534	524	241	0	8	526	7	530	2.123E-171	541
WP_209387847.1	WP_216919657.1	0.658	214	73	0	1	214	1	214	8.285E-94	300
WP_209387851.1	WP_463315617.1	0.308	342	219	0	1	317	1	342	1.946E-51	183
WP_209387855.1	WP_241838258.1	0.687	330	103	0	1	330	1	330	6.303E-154	480
WP_209388020.1	WP_463315646.1	0.549	173	78	0	6	178	4	176	1.397E-62	208
WP_209388022.1	WP_463315713.1	0.585	299	123	0	1	298	1	299	1.597E-118	376
WP_209388025.1	WP_023855996.1	0.810	327	62	0	1	327	1	327	4.494E-182	561
WP_209388028.1	WP_429726145.1	0.889	590	65	0	1	589	1	590	0.000E+00	1112
WP_209388061.1	WP_095289933.1	0.611	420	162	0	1	418	1	420	5.088E-164	514
WP_209388063.1	WP_020450803.1	0.611	407	158	0	1	407	1	406	4.948E-168	525
WP_209388066.1	WP_023856564.1	0.796	349	71	0	1	349	1	349	2.666E-192	592
WP_209388068.1	WP_003180341.1	0.481	315	147	0	5	288	6	320	5.076E-83	273
WP_003152249.1	WP_009329422.1	0.700	80	24	0	1	80	1	80	3.945E-37	129
WP_003152255.1	WP_020452669.1	0.837	632	103	0	1	632	1	632	0.000E+00	1117
WP_003152272.1	WP_065643617.1	0.741	89	23	0	1	89	1	89	1.904E-41	142
WP_003152309.1	WP_003184510.1	0.813	59	11	0	1	59	1	59	6.815E-30	107
WP_003152337.1	WP_003184500.1	0.972	73	2	0	1	73	1	73	6.685E-44	148
WP_003152359.1	WP_023855521.1	0.769	213	49	0	1	213	1	213	3.759E-112	353
WP_003152375.1	WP_023855515.1	0.800	201	40	0	1	201	1	201	3.461E-105	332
WP_003152387.1	WP_020452603.1	0.587	229	93	0	1	225	1	229	9.410E-82	266
WP_003152423.1	WP_020452581.1	0.862	138	18	0	1	135	1	138	4.218E-76	245
WP_003153229.1	WP_463315567.1	0.833	240	40	0	1	240	1	240	4.935E-129	403
WP_003153246.1	WP_003183271.1	0.877	49	6	0	1	49	1	49	2.396E-27	99
WP_003153307.1	WP_003183211.1	0.721	79	22	0	1	79	1	79	6.798E-39	134
WP_003153321.1	WP_020453442.1	0.778	329	73	0	1	329	1	329	5.054E-173	535
WP_003153325.1	WP_020451784.1	0.568	88	38	0	4	91	3	90	1.166E-33	120
WP_003153331.1	WP_023855929.1	0.767	73	17	0	3	75	2	74	3.081E-37	129
WP_003153348.1	WP_020452031.1	0.905	255	24	0	1	255	1	255	1.397E-150	466
WP_003153447.1	WP_003183006.1	0.989	92	1	0	1	92	1	92	1.123E-55	183
WP_003153453.1	WP_020451960.1	0.845	233	36	0	1	233	1	231	2.035E-135	421
WP_003155975.1	WP_023855536.1	0.682	63	20	0	1	63	1	63	5.490E-26	96
WP_003156397.1	WP_003178271.1	0.730	182	49	0	1	181	1	182	6.810E-90	287
WP_003156403.1	WP_023855923.1	0.866	366	48	0	1	366	1	362	2.490E-208	639
WP_003156412.1	WP_026578984.1	0.736	129	34	0	2	130	1	129	1.294E-62	206
WP_004392913.1	WP_463315603.1	0.950	446	22	0	1	446	1	446	9.584E-286	867
WP_004392966.1	WP_020453646.1	0.831	279	47	0	5	283	4	282	9.416E-152	471
WP_004392977.1	WP_020453642.1	0.863	95	13	0	1	95	1	95	1.593E-53	177
WP_007407256.1	WP_023856735.1	0.631	247	91	0	1	247	1	247	1.857E-109	347
WP_007407262.1	WP_103749037.1	0.534	172	78	0	1	168	1	172	3.109E-59	199
WP_007407279.1	WP_080131330.1	0.650	163	56	0	1	163	1	161	1.500E-65	216
WP_014418104.1	WP_035338584.1	0.581	234	97	0	1	234	1	233	9.256E-87	281
WP_014418128.1	WP_020451829.1	0.578	152	62	0	1	152	1	148	3.154E-58	194
WP_014418150.1	WP_463315622.1	0.650	381	133	0	1	381	1	380	3.674E-168	524
WP_014418343.1	WP_035337908.1	0.585	374	155	0	4	377	6	379	2.548E-142	449
WP_014418362.1	WP_020452150.1	0.563	174	76	0	1	174	1	174	3.290E-68	224
WP_014418531.1	WP_023855396.1	0.724	98	27	0	1	98	1	98	6.818E-48	161
WP_014418543.1	WP_020452441.1	0.544	189	86	0	1	189	1	189	3.018E-68	225
WP_014418553.1	WP_161517346.1	0.853	429	63	0	1	429	1	429	2.163E-250	764
WP_014418573.1	WP_023855442.1	0.682	369	114	0	1	361	1	369	3.678E-166	517
WP_021493826.1	WP_103749038.1	0.664	346	116	0	1	346	1	346	5.532E-155	484
WP_021493917.1	WP_095291962.1	0.675	197	64	0	1	197	1	197	1.355E-89	287
WP_021494369.1	WP_025811067.1	0.763	376	89	0	1	376	1	376	5.777E-197	607
WP_021494398.1	WP_023855436.1	0.812	518	97	0	1	518	1	518	1.284E-283	865
WP_021494838.1	WP_023857146.1	0.780	196	42	0	1	196	1	194	8.901E-101	319
WP_022552557.1	WP_023855676.1	0.759	316	76	0	2	317	3	318	8.942E-170	525
WP_022553487.1	WP_026579862.1	0.483	118	60	0	1	118	1	118	3.921E-39	137
WP_063636991.1	WP_025810135.1	0.737	251	66	0	1	251	1	251	2.758E-124	390
WP_065180546.1	WP_020451905.1	0.775	639	144	0	1	639	1	639	0.000E+00	1035
WP_087920775.1	WP_020452485.1	0.731	194	52	0	4	197	1	194	3.821E-94	300
WP_087920810.1	WP_023857112.1	0.723	163	45	0	1	163	1	163	3.815E-77	249
WP_094296139.1	WP_023856802.1	0.715	337	96	0	3	339	1	337	7.407E-166	515
WP_094296448.1	WP_023857894.1	0.854	728	106	0	1	728	1	727	0.000E+00	1290
WP_095272408.1	WP_043054596.1	0.787	254	53	0	17	268	17	270	2.732E-132	414
WP_095272432.1	WP_026579279.1	0.733	255	68	0	1	255	1	255	2.751E-126	396
