WP_014418922.1	K05799	253.33	299.6	2.4e-91	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
WP_014418969.1	K18104	649.80	922.8	9.6e-280	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]
WP_014419084.1	K06386	152.00	368.5	3.9e-112	stage II sporulation protein Q
WP_014419100.1	K00761	207.67	351.9	5.4e-107	uracil phosphoribosyltransferase [EC:2.4.2.9]
WP_014419101.1	K00600	84.60	700.6	2.5e-212	glycine hydroxymethyltransferase [EC:2.1.2.1]
WP_014721606.1	K06345	83.40	157.7	5e-48	spore cortex protein
WP_015240174.1	K02030	85.40	188.0	3.4e-57	polar amino acid transport system substrate-binding protein
WP_015418422.1	K11686	108.67	193.4	3.7e-59	chromosome-anchoring protein RacA
WP_017417453.1	K10823	494.50	526.5	1.1e-159	oligopeptide transport system ATP-binding protein
WP_017417453.1	K02032	423.23	482.3	4.4e-146	peptide/nickel transport system ATP-binding protein
WP_017417565.1	K01224	225.90	433.5	2.1e-131	arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]
WP_017417653.1	K03697	936.03	1087.5	0	ATP-dependent Clp protease ATP-binding subunit ClpE
WP_017418085.1	K07124	221.93	228.1	2.6e-69	uncharacterized protein
WP_017418319.1	K01209	88.23	449.4	4.1e-136	alpha-L-arabinofuranosidase [EC:3.2.1.55]
WP_017418586.1	K01216	286.20	418.4	3.4e-127	licheninase [EC:3.2.1.73]
WP_017419100.1	K02804	617.73	718.0	1.1e-217	N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]
WP_017419343.1	K01046	50.17	57.3	2.5e-17	triacylglycerol lipase [EC:3.1.1.3]
WP_021494259.1	K07258	224.10	394.2	1.4e-119	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
WP_021495204.1	K03969	82.97	195.9	2e-59	phage shock protein A
WP_021495233.1	K19421	1151.03	1272.9	0	polysaccharide biosynthesis protein EpsC
WP_021495233.1	K24300	731.57	739.2	6.8e-224	UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]
WP_022552606.1	K03817	127.47	214.3	3.1e-65	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]
WP_022552985.1	K03417	373.73	402.8	9.4e-123	methylisocitrate lyase [EC:4.1.3.30]
WP_022553314.1	K17734	350.73	479.5	2.3e-145	serine protease AprX [EC:3.4.21.-]
WP_022553816.1	K19430	568.37	660.9	5.9e-201	pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-]
WP_025649399.1	K01990	265.97	272.6	1.1e-82	ABC-2 type transport system ATP-binding protein
WP_029325912.1	K00639	515.67	586.5	7.4e-178	glycine C-acetyltransferase [EC:2.3.1.29]
WP_029325912.1	K00652	453.00	499.4	2e-151	8-amino-7-oxononanoate synthase [EC:2.3.1.47]
WP_032871062.1	K07284	64.60	158.6	2.9e-48	sortase A [EC:3.4.22.70]
WP_061861897.1	K07734	96.53	226.2	7.5e-69	transcriptional regulator
WP_061862144.1	K24950	221.67	314.8	1.3e-95	membrane fusion protein, antimicrobial resistance system
WP_072177127.1	K02034	258.37	403.5	1.7e-122	peptide/nickel transport system permease protein
WP_072177127.1	K15582	356.77	363.6	8.8e-111	oligopeptide transport system permease protein
WP_072177268.1	K06113	228.87	368.3	1.5e-111	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]
WP_087920760.1	K06359	546.47	613.8	1.4e-186	response regulator aspartate phosphatase A (stage 0 sporulation protein L) [EC:3.1.-.-]
WP_099722005.1	K10255	227.00	382.9	2.9e-116	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]
WP_103527241.1	K08602	135.27	826.9	2.5e-250	oligoendopeptidase F [EC:3.4.24.-]
WP_106080393.1	K18890	721.00	824.7	1.1e-249	ATP-binding cassette, subfamily B, multidrug efflux pump
WP_115941165.1	K14647	532.80	856.5	2.9e-259	minor extracellular serine protease Vpr [EC:3.4.21.-]
WP_162495990.1	K01720	238.57	707.0	2.9e-214	2-methylcitrate dehydratase [EC:4.2.1.79]
WP_174747328.1	K19419	217.90	460.1	5.1e-140	transmembrane protein EpsG
WP_204283013.1	K01269	352.13	568.2	7.1e-173	aminopeptidase [EC:3.4.11.-]
WP_209387319.1	K15665	3888.33	5097.4	0	plipastatin/fengycin lipopeptide synthetase B
WP_209387320.1	K15664	4849.20	5308.6	0	plipastatin/fengycin lipopeptide synthetase A
WP_209387380.1	K01299	203.57	654.0	2.4e-198	carboxypeptidase Taq [EC:3.4.17.19]
WP_209387383.1	K05366	615.40	683.1	6.6e-207	penicillin-binding protein 1A [EC:2.4.99.28 3.4.16.4]
WP_209387426.1	K01262	253.70	303.3	5.2e-92	Xaa-Pro aminopeptidase [EC:3.4.11.9]
WP_209387430.1	K19433	266.27	366.5	5.6e-112	TasA anchoring/assembly protein
WP_209387442.1	K01879	638.50	793.2	3e-240	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]
WP_209387469.1	K06370	71.77	215.8	2.1e-65	morphogenetic protein associated with SpoVID
WP_209387470.1	K03517	101.73	392.4	3.5e-119	quinolinate synthase [EC:2.5.1.72]
WP_209387474.1	K06380	131.43	238.2	2.4e-72	stage II sporulation protein B
WP_209387488.1	K00096	151.47	393.0	3e-119	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]
WP_209387490.1	K00853	415.57	842.4	4.1e-255	L-ribulokinase [EC:2.7.1.16]
WP_209387491.1	K01261	350.83	414.0	4.8e-126	glutamyl aminopeptidase [EC:3.4.11.7]
WP_209387491.1	K20608	362.50	401.3	3.5e-122	tetrahedral aminopeptidase [EC:3.4.11.-]
WP_209387557.1	K01303	141.83	229.2	1.3e-69	acylaminoacyl-peptidase [EC:3.4.19.1]
WP_209387563.1	K08153	413.07	515.8	8.2e-157	MFS transporter, DHA1 family, multidrug resistance protein
WP_209387606.1	K19431	334.97	511.3	1.2e-155	pyruvyl transferase EpsO [EC:2.-.-.-]
WP_209387607.1	K19429	223.57	296.5	1.2e-90	acetyltransferase EpsM [EC:2.3.1.-]
WP_209387608.1	K19418	578.90	888.0	2.3e-269	membrane protein EpsK
WP_209387609.1	K19427	277.07	480.8	4.3e-146	glycosyltransferase EpsJ [EC:2.4.-.-]
WP_209387610.1	K19426	301.93	609.9	1.6e-185	pyruvyl transferase EpsI [EC:2.-.-.-]
WP_209387611.1	K19425	434.00	575.7	5e-175	glycosyltransferase EpsH [EC:2.4.-.-]
WP_209387612.1	K19424	289.27	548.8	6.1e-167	glycosyltransferase EpsF [EC:2.4.-.-]
WP_209387613.1	K19423	237.13	417.5	2.3e-127	glycosyltransferase EpsE [EC:2.4.-.-]
WP_209387614.1	K19422	365.87	572.5	4.1e-174	glycosyltransferase EpsD [EC:2.4.-.-]
WP_209387665.1	K00681	540.63	586.3	1.3e-177	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
WP_209387721.1	K03367	481.13	682.4	5.9e-207	D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]
WP_209387732.1	K01218	81.23	214.0	5.8e-65	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
WP_209387760.1	K03339	466.00	494.6	1.1e-150	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase [EC:4.1.2.29]
WP_209387760.1	K01624	63.77	347.7	2.4e-105	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
WP_209387766.1	K04079	90.57	728.0	3.2e-220	molecular chaperone HtpG
WP_209387844.1	K11102	518.30	527.7	1.9e-160	proton glutamate symport protein
WP_209387856.1	K28762	419.57	542.6	1.1e-164	MFS transporter, niacin uptake porter
WP_209387869.1	K15655	4149.53	6596.4	0	surfactin/lichenysin synthetase B
WP_209387897.1	K21467	744.27	913.4	8.7e-277	penicillin-binding protein 3
WP_209387942.1	K01286	176.20	204.9	3.4e-62	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]
WP_209387999.1	K08693	887.50	1443.1	0	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]
WP_209387999.1	K01119	350.67	856.0	3.2e-259	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]
WP_209387999.1	K11751	484.13	555.3	3.3e-168	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]
WP_209388057.1	K18889	665.60	800.7	1.4e-242	ATP-binding cassette, subfamily B, multidrug efflux pump
WP_209388066.1	K01599	180.67	461.6	6.1e-140	uroporphyrinogen decarboxylase [EC:4.1.1.37]
WP_209388077.1	K03547	132.27	318.5	1.2e-96	DNA repair protein SbcD/Mre11
WP_209388092.1	K00611	315.37	501.5	3.2e-152	ornithine carbamoyltransferase [EC:2.1.3.3]
WP_209388095.1	K02031	407.73	485.1	4.4e-147	peptide/nickel transport system ATP-binding protein
WP_209388096.1	K02035	255.77	389.7	3.1e-118	peptide/nickel transport system substrate-binding protein
WP_209388097.1	K15580	358.67	600.1	7.8e-182	oligopeptide transport system substrate-binding protein
WP_209388097.1	K02035	255.77	344.8	1.2e-104	peptide/nickel transport system substrate-binding protein
WP_209388151.1	K16199	724.97	902.7	9.1e-274	dipeptide transport system substrate-binding protein
WP_209388151.1	K15580	358.67	550.0	1.2e-166	oligopeptide transport system substrate-binding protein
WP_209388151.1	K02035	255.77	336.1	5.1e-102	peptide/nickel transport system substrate-binding protein
WP_209388152.1	K19802	297.10	420.4	1.1e-127	L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase [EC:5.1.1.20 5.1.1.25]
WP_209388153.1	K20742	166.33	349.5	2.6e-106	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
WP_209388154.1	K02032	423.23	529.6	2.2e-160	peptide/nickel transport system ATP-binding protein
WP_209388161.1	K00549	44.17	965.9	3.3e-292	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
WP_209388167.1	K13533	460.53	667.6	2.8e-202	two-component system, sporulation sensor kinase E [EC:2.7.13.3]
WP_209388180.1	K21466	952.63	1279.0	0	penicillin-binding protein H
WP_209388186.1	K24949	342.63	355.0	1.7e-108	antimicrobial peptide resistance transport system ATP-binding protein [EC:7.6.2.-]
WP_209388186.1	K02003	284.83	350.9	1.2e-106	putative ABC transport system ATP-binding protein
WP_209388209.1	K13276	935.27	2094.0	0	bacillopeptidase F [EC:3.4.21.-]
WP_209388249.1	K22580	215.00	304.8	9.6e-93	teichoic acid D-alanine hydrolase [EC:3.1.1.103]
WP_209388249.1	K01286	176.20	183.2	1.3e-55	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]
WP_209388250.1	K00060	345.17	507.2	5.5e-154	threonine 3-dehydrogenase [EC:1.1.1.103]
WP_209388263.1	K01198	270.47	500.4	1.7e-151	xylan 1,4-beta-xylosidase [EC:3.2.1.37]
WP_209388296.1	K15924	254.03	704.4	2.3e-213	glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]
WP_209388308.1	K15668	2055.03	2154.4	0	plipastatin/fengycin lipopeptide synthetase E
WP_209388309.1	K15667	4972.57	7432.3	0	plipastatin/fengycin lipopeptide synthetase D
WP_209388310.1	K15666	4463.50	4934.5	0	plipastatin/fengycin lipopeptide synthetase C
WP_209388328.1	K17836	87.90	268.3	1.5e-81	beta-lactamase class A [EC:3.5.2.6]
WP_209388338.1	K15921	300.80	771.0	1.9e-233	arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]
WP_209388365.1	K02242	62.57	238.1	1.4e-72	competence protein ComFC
WP_481748176.1	K01297	142.23	366.0	3.3e-111	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
