* WP_003152013.1      K14956   27.43   49.6     8e-14 ESAT-6 family protein
* WP_003152033.1      K08281   96.20  107.6   1.2e-31 nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
* WP_003152056.1      K05571  109.60  125.0   4.7e-37 multicomponent Na+:H+ antiporter subunit G
* WP_003152077.1      K11615  292.03  331.0  5.6e-100 two-component system, CitB family, response regulator MalR
* WP_003152104.1      K09779   31.87  129.2   2.5e-38 uncharacterized protein
* WP_003152109.1      K19955  439.03  586.6  2.8e-177 alcohol dehydrogenase [EC:1.1.1.-]
* WP_003152125.1      K06973   71.40  323.8   1.9e-97 uncharacterized protein
* WP_003152221.1      K01661  382.77  480.7  5.5e-145 naphthoate synthase [EC:4.1.3.36]
* WP_003152223.1      K02549  216.73  325.8   1.1e-97 o-succinylbenzoate synthase [EC:4.2.1.113]
* WP_003152223.1      K19802  297.10  298.6   1.3e-89 L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase [EC:5.1.1.20 5.1.1.25]
* WP_003152229.1      K02909   22.47   83.6     2e-24 large subunit ribosomal protein L31
* WP_003152233.1      K01673   19.03   67.6   1.5e-19 carbonic anhydrase [EC:4.2.1.1]
* WP_003152237.1      K07173   99.83  224.9   2.3e-67 S-ribosylhomocysteine lyase [EC:4.4.1.21]
* WP_003152253.1      K00789   17.33  672.1  1.2e-202 S-adenosylmethionine synthetase [EC:2.5.1.6]
* WP_003152255.1      K01953   98.17  570.7    1e-171 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
* WP_003152261.1      K01048  185.37  212.0   2.4e-63 lysophospholipase [EC:3.1.1.5]
* WP_003152276.1      K16921  293.17  362.0  3.1e-109 acetoin utilization transport system ATP-binding protein
* WP_003152359.1      K03439   57.33  197.8   4.8e-59 tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
* WP_003152383.1      K13853  463.80  639.9  1.7e-193 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]
* WP_003152385.1      K02529  277.37  378.7  9.8e-114 LacI family transcriptional regulator, galactose operon repressor
* WP_003152387.1      K02557  143.40  237.0   6.3e-71 chemotaxis protein MotB
* WP_003152406.1      K02986   64.40  192.1   2.8e-57 small subunit ribosomal protein S4
* WP_003152419.1      K04773  195.93  318.6   1.3e-95 protease IV [EC:3.4.21.-]
* WP_003152428.1      K01940  219.43  614.5  3.5e-185 argininosuccinate synthase [EC:6.3.4.5]
* WP_003152453.1      K01659  470.00  581.4  2.5e-175 2-methylcitrate synthase [EC:2.3.3.5]
* WP_003152455.1      K00024  357.07  417.6    1e-125 malate dehydrogenase [EC:1.1.1.37]
* WP_003152461.1      K23242   62.97   94.4   1.2e-27 manganese efflux pump family protein
* WP_003152471.1      K01611   16.70   40.0   5.1e-11 S-adenosylmethionine decarboxylase [EC:4.1.1.50]
* WP_003152473.1      K07738   64.33  241.3   1.5e-72 transcriptional repressor NrdR
* WP_003152493.1      K02916   17.03   47.0   4.4e-13 large subunit ribosomal protein L35
* WP_003152509.1      K03077  228.27  325.4   6.4e-98 L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]
* WP_003152527.1      K06426   60.77  112.6   1.3e-33 small acid-soluble spore protein I (minor)
* WP_003152530.1      K01889   89.60  377.4  2.5e-113 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* WP_003152541.1      K08989   36.03  152.5   9.9e-46 putative membrane protein
* WP_003152560.1      K03671  109.10  144.8   4.8e-43 thioredoxin
* WP_003152571.1      K00241   59.50   86.2   4.3e-25 succinate dehydrogenase cytochrome b subunit
* WP_003152573.1      K00239  615.93  692.6  7.7e-209 succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
* WP_003152575.1      K00240  118.67  242.9   7.5e-73 succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
* WP_003152579.1      K01994   90.47  140.0   2.6e-42 LuxR family transcriptional regulator, transcriptional regulator of spore coat protein
* WP_003152598.1      K01653   47.90  221.5   3.1e-66 acetolactate synthase I/III small subunit [EC:2.2.1.6]
* WP_003152600.1      K00053  169.73  506.2  2.4e-152 ketol-acid reductoisomerase [EC:1.1.1.86]
* WP_003152606.1      K01703  481.20  671.2  2.3e-202 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
* WP_003152618.1      K03545   60.50  480.2  1.7e-144 trigger factor
* WP_003152626.1      K03978  102.07  262.4   1.2e-78 GTP-binding protein
* WP_003152647.1      K03569  119.00  530.4  4.3e-160 rod shape-determining protein MreB and related proteins
* WP_003152650.1      K03571   32.20   76.3   5.5e-22 rod shape-determining protein MreD
* WP_003152653.1      K03610   35.67  167.3     1e-49 septum site-determining protein MinC
* WP_003152655.1      K03609  207.50  314.5   1.8e-94 septum site-determining protein MinD
* WP_003152660.1      K02888   28.30  144.3   7.4e-43 large subunit ribosomal protein L21
* WP_003152662.1      K02899   36.83  148.3     5e-44 large subunit ribosomal protein L27
* WP_003152668.1      K04518  328.00  328.2   1.3e-98 prephenate dehydratase [EC:4.2.1.51]
* WP_003152685.1      K03551  151.50  603.1  3.6e-182 holliday junction DNA helicase RuvB [EC:5.6.2.4]
* WP_003152692.1      K07568  157.30  489.8  9.1e-148 S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
* WP_003152714.1      K00759   87.80  245.4   1.6e-73 adenine phosphoribosyltransferase [EC:2.4.2.7]
* WP_003152716.1      K01139  799.80 1031.3         0 GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]
* WP_003152716.1      K00951  646.10  648.0    6e-195 GTP pyrophosphokinase [EC:2.7.6.5]
* WP_003152730.1      K17472  161.43  200.2   2.8e-60 Rrf2 family transcriptional regulator, cysteine metabolism repressor
* WP_003152750.1      K07447   34.47  190.9   6.9e-57 putative pre-16S rRNA nuclease [EC:3.1.-.-]
* WP_003152763.1      K00876  138.00  289.6   6.8e-87 uridine kinase [EC:2.7.1.48]
* WP_003152766.1      K03624  158.90  224.7   1.6e-67 transcription elongation factor GreA
* WP_003152774.1      K01243  107.57  285.0   2.1e-85 adenosylhomocysteine nucleosidase [EC:3.2.2.9]
* WP_003152856.1      K00014  267.10  339.8  4.4e-102 shikimate dehydrogenase [EC:1.1.1.25]
* WP_003152868.1      K01493   79.63  164.2   7.4e-49 dCMP deaminase [EC:3.5.4.12]
* WP_003152876.1      K02968   24.00   88.3     8e-26 small subunit ribosomal protein S20
* WP_003152889.1      K03705   66.93  391.6  9.5e-118 heat-inducible transcriptional repressor
* WP_003152892.1      K03687   29.83  192.6   1.6e-57 molecular chaperone GrpE
* WP_003152895.1      K03686  403.63  526.1    2e-158 molecular chaperone DnaJ
* WP_003152957.1      K02970   30.37   61.5   1.7e-17 small subunit ribosomal protein S21
* WP_003152984.1      K01878  494.50  559.9    1e-168 glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]
* WP_003152989.1      K23774  105.23  336.9  7.6e-102 DeoR family transcriptional regulator, catabolite repression regulator
* WP_003152998.1      K03086  462.27  584.2  5.6e-176 RNA polymerase primary sigma factor
* WP_003152999.1      K13300  121.60  152.8     1e-45 cytochrome c550
* WP_003153018.1      K02076  143.70  219.1   5.5e-66 Fur family transcriptional regulator, zinc uptake regulator
* WP_003153025.1      K04564   35.63  346.7  2.1e-104 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* WP_003153056.1      K02913   21.83   49.8   5.4e-14 large subunit ribosomal protein L33
* WP_003153079.1      K16509   82.67  155.0   3.6e-46 regulatory protein spx
* WP_003153100.1      K13280   62.73  119.9   1.9e-35 signal peptidase I [EC:3.4.21.89]
* WP_003153104.1      K19449  110.23  165.1   1.3e-49 XRE family transcriptional regulator, master regulator for biofilm formation
* WP_003153114.1      K23734  204.50  381.0  7.4e-115 lipoyl(octanoyl) transferase [EC:2.3.1.181]
* WP_003153118.1      K07001   94.97  169.4   2.4e-50 NTE family protein
* WP_003153123.1      K02356  135.93  287.5   2.2e-86 elongation factor P
* WP_003153142.1      K06392   50.27  100.7     6e-30 stage III sporulation protein AC
* WP_003153145.1      K06394  113.97  538.4  2.1e-162 stage III sporulation protein AE
* WP_003153146.1      K06395   36.23  187.3   5.4e-56 stage III sporulation protein AF
* WP_003153173.1      K03402   49.83  203.0     9e-61 transcriptional regulator of arginine metabolism
* WP_003153177.1      K07699  111.03  436.1  8.4e-132 two-component system, response regulator, stage 0 sporulation protein A
* WP_003153227.1      K02029  220.13  264.7   2.3e-79 polar amino acid transport system permease protein
* WP_003153229.1      K02028  388.67  456.1  2.9e-137 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* WP_003153229.1      K23060  404.53  414.1  3.5e-125 arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]
* WP_003153237.1      K01258  184.90  419.6  3.1e-126 tripeptide aminopeptidase [EC:3.4.11.4]
* WP_003153241.1      K00033  160.93  820.8  1.6e-247 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
* WP_003153246.1      K02913   21.83   49.7   6.2e-14 large subunit ribosomal protein L33
* WP_003153290.1      K00867  143.23  462.2  2.2e-139 type I pantothenate kinase [EC:2.7.1.33]
* WP_003153317.1      K01515  143.73  213.8   8.4e-64 ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]
* WP_003153321.1      K01424  101.43  312.7   9.5e-94 L-asparaginase [EC:3.5.1.1]
* WP_003153322.1      K01744  669.33  757.0  2.5e-228 aspartate ammonia-lyase [EC:4.3.1.1]
* WP_003153330.1      K03711  139.73  172.3   2.7e-51 Fur family transcriptional regulator, ferric uptake regulator
* WP_003153347.1      K06379  149.90  223.8   2.1e-67 stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]
* WP_003153347.1      K04757   54.40   78.0   1.9e-22 serine/threonine-protein kinase RsbW [EC:2.7.11.1]
* WP_003153348.1      K03091  175.20  227.5   5.1e-68 RNA polymerase sigma-E/F/G factor
* WP_003153371.1      K14652  364.37  680.4    3e-205 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
* WP_003153371.1      K01497  153.53  336.0  6.5e-101 GTP cyclohydrolase II [EC:3.5.4.25]
* WP_003153372.1      K00794   48.97  246.3   6.2e-74 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
* WP_003153373.1      K02859   84.53  165.4   8.1e-50 riboflavin biosynthesis RibT protein
* WP_003153385.1      K06373  138.73  316.6   2.1e-95 spore maturation protein A
* WP_003153397.1      K07775  310.07  389.9  1.3e-117 two-component system, OmpR family, response regulator ResD
* WP_003153397.1      K02483  244.90  269.6   7.6e-81 two-component system, OmpR family, response regulator
* WP_003153402.1      K23675   54.50  216.4   8.7e-65 riboflavin transporter
* WP_003153403.1      K05337   37.87   68.9   9.1e-20 ferredoxin
* WP_003153412.1      K16511   73.77  233.6     4e-70 adapter protein MecA 1/2
* WP_003153413.1      K00260  634.30  722.9  1.8e-218 glutamate dehydrogenase [EC:1.4.1.2]
* WP_003153415.1      K24131   47.23  152.4   3.1e-45 protease PrsW [EC:3.4.-.-]
* WP_003153426.1      K02945  148.63  443.5  1.7e-133 small subunit ribosomal protein S1
* WP_003153433.1      K03977  200.20  632.5  8.7e-191 GTPase
* WP_003153434.1      K00057  274.43  523.2  1.3e-157 glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
* WP_003153438.1      K06398  466.07  833.6  9.3e-252 stage IV sporulation protein A
* WP_003153447.1      K03530  115.53  158.3   4.4e-47 DNA-binding protein HU-beta
* WP_003153448.1      K01495   57.23  321.5   8.7e-97 GTP cyclohydrolase IA [EC:3.5.4.16]
* WP_003153449.1      K06285   62.47  136.5   2.8e-41 transcription attenuation protein (tryptophan RNA-binding attenuator protein)
* WP_003153453.1      K03183  254.77  320.8     2e-96 demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
* WP_003153454.1      K24873  368.90  495.5  7.7e-150 heptaprenyl diphosphate synthase component 2 [EC:2.5.1.30]
* WP_003153463.1      K06208   89.87  199.5   4.9e-60 chorismate mutase [EC:5.4.99.5]
* WP_003153484.1      K03886  122.57  218.9   1.1e-65 quinol---cytochrome c reductase iron-sulfur subunit, bacillus type [EC:7.1.1.8]
* WP_003153485.1      K03887  276.73  343.0  1.3e-103 quinol---cytochrome c reductase cytochrome b subunit, bacillus type [EC:7.1.1.8]
* WP_003153497.1      K00215  125.80  269.1   1.1e-80 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
* WP_003153499.1      K01734   73.73  208.6   7.9e-63 methylglyoxal synthase [EC:4.2.3.3]
* WP_003153501.1      K01463  206.80  296.1   5.6e-89 N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]
* WP_003153510.1      K01579   42.07  209.1   5.5e-63 aspartate 1-decarboxylase [EC:4.1.1.11]
* WP_003153515.1      K01893  363.87  516.9  8.6e-156 asparaginyl-tRNA synthetase [EC:6.1.1.22]
* WP_003153516.1      K02086   53.50  298.9   5.8e-90 DNA replication protein
* WP_003153521.1      K03700   56.57  292.8   4.6e-88 recombination protein U
* WP_003153525.1      K06430   36.07   65.7   6.4e-19 small acid-soluble spore protein M (minor)
* WP_003153539.1      K06327   36.97   90.4   1.4e-26 spore coat protein D
* WP_003153541.1      K04074   49.57   65.5   9.7e-19 cell division initiation protein
* WP_003153553.1      K03816  145.13  303.6   7.5e-92 xanthine phosphoribosyltransferase [EC:2.4.2.22]
* WP_003153565.1      K16168  118.17  254.1   2.5e-76 methyltransferase
* WP_003153575.1      K06429   44.10   60.7   1.9e-17 small acid-soluble spore protein L (minor)
* WP_003153604.1      K03704   81.77  112.8   2.8e-33 cold shock protein
* WP_003153608.1      K00651  250.50  505.2  2.4e-152 homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]
* WP_003153619.1      K26958  169.23  227.3     1e-68 bacilliredoxin
* WP_003153622.1      K00560  105.97  508.3  3.5e-153 thymidylate synthase [EC:2.1.1.45]
* WP_003153641.1      K07304   47.27  253.3   6.2e-76 peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
* WP_003153702.1      K03784  230.53  395.5  1.9e-119 purine-nucleoside phosphorylase [EC:2.4.2.1]
* WP_003153703.1      K07260   63.20  271.6   1.8e-81 zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
* WP_003153727.1      K15976  170.00  171.4   2.7e-51 putative NAD(P)H nitroreductase [EC:1.-.-.-]
* WP_003153791.1      K01118   96.07  212.9   1.3e-63 FMN-dependent NADH-azoreductase [EC:1.7.1.17]
* WP_003153793.1      K03654  614.27  706.4  8.9e-213 ATP-dependent DNA helicase RecQ [EC:5.6.2.4]
* WP_003153894.1      K00248  513.57  534.2  4.1e-161 butyryl-CoA dehydrogenase [EC:1.3.8.1]
* WP_003153894.1      K11410  520.87  528.2  2.1e-159 short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5]
* WP_003153894.1      K00249  377.43  424.7  9.1e-128 acyl-CoA dehydrogenase [EC:1.3.8.7]
* WP_003153973.1      K07107   63.43  105.5   6.6e-31 acyl-CoA thioester hydrolase [EC:3.1.2.-]
* WP_003153977.1      K06431   48.97   58.7   7.5e-17 small acid-soluble spore protein N (minor)
* WP_003153982.1      K06432   42.33   81.9   5.7e-24 small acid-soluble spore protein O (minor)
* WP_003153984.1      K06433   35.83   84.4   9.9e-25 small acid-soluble spore protein P (minor)
* WP_003153994.1      K09976   58.43  117.7     4e-35 uncharacterized protein
* WP_003154064.1      K03666   20.53  108.8   3.6e-32 host factor-I protein
* WP_003154111.1      K06328   99.87  257.4   8.8e-78 spore coat protein E
* WP_003154116.1      K06168  435.20  655.6  1.4e-197 tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
* WP_003154135.1      K06416   54.63  159.7   3.3e-48 stage V sporulation protein S
* WP_003154137.1      K09769  163.13  427.2  5.3e-129 2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]
* WP_003154140.1      K18682  106.47  820.0  1.6e-247 ribonucrease Y [EC:3.1.-.-]
* WP_003154145.1      K03553  195.43  686.4    1e-206 recombination protein RecA
* WP_003154166.1      K01714  253.77  381.6    1e-114 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* WP_003154168.1      K00928  350.80  407.6  1.6e-122 aspartate kinase [EC:2.7.2.4]
* WP_003154182.1      K02956   26.43  130.0   2.5e-38 small subunit ribosomal protein S15
* WP_003154185.1      K02834   24.30  163.1   1.3e-48 ribosome-binding factor A
* WP_003154188.1      K09764   38.63  110.6   1.5e-32 uncharacterized protein
* WP_003154193.1      K07742   19.73   88.3   1.2e-25 uncharacterized protein
* WP_003154195.1      K02600   36.90  565.1  1.9e-170 transcription termination/antitermination protein NusA
* WP_003154208.1      K00099  233.27  583.3  8.7e-176 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
* WP_003154212.1      K02838   27.70  242.8   9.5e-73 ribosome recycling factor
* WP_003154213.1      K09903   87.00  416.8  1.1e-125 uridylate kinase [EC:2.7.4.22]
* WP_003154215.1      K02967  160.97  415.3  3.5e-125 small subunit ribosomal protein S2
* WP_003154217.1      K02405  180.63  286.0   1.2e-85 RNA polymerase sigma factor FliA
* WP_003154219.1      K03411   59.20  163.3     1e-48 chemotaxis protein CheD [EC:3.5.1.44]
* WP_003154225.1      K03408  112.53  123.9   1.7e-36 purine-binding chemotaxis protein CheW
* WP_003154234.1      K02420   86.10  122.8   1.2e-36 flagellar biosynthesis protein FliQ
* WP_003154237.1      K02418   22.07   72.1     8e-21 flagellar protein FliO/FliZ
* WP_003154238.1      K03413  135.17  168.1   6.4e-50 two-component system, chemotaxis family, chemotaxis protein CheY
* WP_003154240.1      K02416   93.13  276.0   1.4e-82 flagellar motor switch protein FliM
* WP_003154243.1      K02385   38.93   89.3   2.4e-26 flagellar protein FlbD
* WP_003154253.1      K02413   34.83   76.8   3.7e-22 flagellar protein FliJ
* WP_003154256.1      K02410   84.30  401.8  8.2e-121 flagellar motor switch protein FliG
* WP_003154259.1      K02388   67.17  178.1   3.6e-53 flagellar basal-body rod protein FlgC
* WP_003154260.1      K02387   72.73  122.2   3.8e-36 flagellar basal-body rod protein FlgB
* WP_003154283.1      K01903  500.73  591.1  2.2e-178 succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
* WP_003154288.1      K02884   24.77  189.9   1.2e-56 large subunit ribosomal protein L19
* WP_003154296.1      K02959   25.20  154.2   1.2e-45 small subunit ribosomal protein S16
* WP_003154299.1      K09787   55.43  153.8   6.4e-46 uncharacterized protein
* WP_003154301.1      K03110  292.60  516.5  1.3e-155 fused signal recognition particle receptor
* WP_003154310.1      K02078   39.47   98.6   9.3e-29 acyl carrier protein
* WP_003154312.1      K00059  273.10  383.8  1.3e-115 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* WP_003154328.1      K02902   18.13   54.5   2.2e-15 large subunit ribosomal protein L28
* WP_003154329.1      K06414   40.77   67.5     8e-20 stage V sporulation protein M
* WP_003154346.1      K03060   23.77   59.6   6.7e-17 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]
* WP_003154347.1      K00942  189.57  248.3   1.8e-74 guanylate kinase [EC:2.7.4.8]
* WP_003154355.1      K09777   59.47  141.4   1.3e-42 extracellular matrix regulatory protein A
* WP_003154369.1      K00390  161.83  298.1   1.8e-89 phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
